,Index,RegionID,RegionName,City,State,Metro,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ORI,AGENCY NAME,CountyName,County Name,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
1890,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01822,GLENWILLOW,CUYAHOGA COUNTY,CUYAHOGA COUNTY,923,0,3,0,0,0,0,0,3,0,0
1891,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01823,HIGHLAND HEIGHTS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"8,434",7,132,0,1,2,4,9,119,4,0
1892,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01825,INDEPENDENCE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"7,135",3,129,0,1,1,1,4,123,2,0
1893,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01826,LAKEWOOD,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"50,151",74,"1,199",2,6,40,26,469,652,78,5
1894,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01827,LYNDHURST,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"13,586",18,180,0,0,7,11,21,148,11,0
1895,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01829,MAYFIELD HEIGHTS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"18,724",13,188,1,1,5,6,12,170,6,0
1896,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01832,MORELAND HILLS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"3,315",0,14,0,0,0,0,2,12,0,0
1897,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01834,NORTH OLMSTED,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"31,779",26,470,0,6,11,9,40,398,32,0
1898,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01836,NORTH ROYALTON,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"30,313",7,103,3,0,0,4,22,80,1,0
1899,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01838,OLMSTED TOWNSHIP,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"13,157",1,50,0,1,0,0,16,32,2,0
1900,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01839,OLMSTED FALLS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"8,898",3,31,0,1,1,1,9,19,3,0
1901,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01842,PARMA,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"79,340",141,906,0,39,37,65,199,633,74,2
1902,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01843,PARMA HEIGHTS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"20,094",1,53,0,0,0,1,10,40,3,0
1903,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01844,PEPPER PIKE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"6,256",3,42,1,1,0,1,10,32,0,0
1904,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01845,RICHMOND HEIGHTS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"10,432",19,206,0,0,12,7,37,146,23,0
1905,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01846,ROCKY RIVER,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"20,342",7,73,0,1,2,4,7,62,4,0
1906,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01847,SEVEN HILLS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"11,668",3,50,0,0,1,2,14,33,3,0
1907,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01849,SOLON,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"23,023",13,182,0,2,4,7,25,146,11,0
1908,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01850,SOUTH EUCLID,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"21,628",33,645,0,5,14,14,74,536,35,0
1909,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01851,STRONGSVILLE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"44,758",18,852,2,1,9,6,67,760,25,0
1910,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01852,UNIVERSITY HEIGHTS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"13,104",30,288,0,4,19,7,16,257,15,0
1911,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01853,VALLEY VIEW,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"2,007",1,47,0,0,0,1,7,34,6,1
1912,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01854,WALTON HILLS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"2,308",1,19,0,1,0,0,7,11,1,0
1913,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01856,HIGHLAND HILLS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,944,0,0,0,0,0,0,0,0,0,0
1914,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01857,WESTLAKE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"32,330",13,366,0,1,9,3,25,326,15,0
1915,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01859,WOODMERE VILLAGE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,859,1,41,0,0,1,0,0,36,5,0
1916,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01861,CLEVELAND STATE UNIVERSITY,CUYAHOGA COUNTY,CUYAHOGA COUNTY,0,13,146,0,3,10,0,6,124,16,0
1917,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01862,LINNDALE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,177,0,0,0,0,0,0,0,0,0,0
1918,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01863,CLEVELAND METRO PARKS,CUYAHOGA COUNTY,CUYAHOGA COUNTY,0,14,106,0,3,5,6,2,98,6,4
1919,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01864,CUYAHOGA COMMUNITY COLLEGE,CUYAHOGA COUNTY,CUYAHOGA COUNTY,0,0,32,0,0,0,0,2,29,1,0
1920,84,77033,44133,North Royalton,OH,Cleveland-Elyria,2568,2425200,2299100,2203900,2200000,2105800,2102500,2144100,2207800,2254200,2378700,2518200,2687700,OH01800,CUYAHOGA COUNTY SHERIFF,CUYAHOGA COUNTY,CUYAHOGA COUNTY,0,3,3,1,1,0,1,0,3,0,0
1921,85,77326,44805,Ashland,OH,Ashland,2663,1383800,1353000,1348200,1312600,1254100,1246000,1258500,1293300,1326900,1369600,1448900,1525700,OH00301,ASHLAND,ASHLAND COUNTY,ASHLAND COUNTY,"20,485",25,375,0,7,4,14,44,326,5,0
1922,85,77326,44805,Ashland,OH,Ashland,2663,1383800,1353000,1348200,1312600,1254100,1246000,1258500,1293300,1326900,1369600,1448900,1525700,OH00302,LOUDONVILLE,ASHLAND COUNTY,ASHLAND COUNTY,"2,581",3,66,1,1,1,0,6,59,1,1
1923,85,77326,44805,Ashland,OH,Ashland,2663,1383800,1353000,1348200,1312600,1254100,1246000,1258500,1293300,1326900,1369600,1448900,1525700,OH00300,ASHLAND,ASHLAND COUNTY,ASHLAND COUNTY,"29,919",35,204,0,20,0,15,50,137,17,1
1924,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04807,TOLEDO,LUCAS COUNTY,LUCAS COUNTY,"277,116","2,829","11,095",35,180,780,"1,834","3,103","7,247",745,0
1925,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH02604,SWANTON,LUCAS COUNTY,LUCAS COUNTY,145,0,1,0,0,0,0,0,1,0,0
1926,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04801,MAUMEE,LUCAS COUNTY,LUCAS COUNTY,"13,809",5,305,0,0,3,2,31,265,9,0
1927,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04802,OREGON,LUCAS COUNTY,LUCAS COUNTY,"19,991",36,779,1,10,8,17,75,682,22,1
1928,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04803,OTTAWA HILLS,LUCAS COUNTY,LUCAS COUNTY,"4,488",0,50,0,0,0,0,11,35,4,0
1929,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04805,SYLVANIA,LUCAS COUNTY,LUCAS COUNTY,"18,908",6,86,0,3,0,3,12,67,7,0
1930,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04806,SYLVANIA TOWNSHIP,LUCAS COUNTY,LUCAS COUNTY,"29,536",39,688,0,4,12,23,73,577,38,0
1931,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04810,HOLLAND,LUCAS COUNTY,LUCAS COUNTY,"1,662",7,349,0,1,4,2,10,335,4,3
1932,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04811,WATERVILLE,LUCAS COUNTY,LUCAS COUNTY,"5,518",1,25,0,0,0,1,3,22,0,0
1933,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04812,WHITEHOUSE,LUCAS COUNTY,LUCAS COUNTY,"4,622",2,8,0,0,1,1,1,7,0,0
1934,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04813,UNIVERSITY OF TOLED,LUCAS COUNTY,LUCAS COUNTY,0,7,185,0,0,5,2,5,177,3,0
1935,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04815,WASHINGTON TOWNSHIP,LUCAS COUNTY,LUCAS COUNTY,"3,241",0,2,0,0,0,0,1,1,0,0
1936,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04818,WATERVILLE TOWNSHIP,LUCAS COUNTY,LUCAS COUNTY,"1,655",0,0,0,0,0,0,0,0,0,0
1937,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04819,TOLEDO FIRE DEPARTMENT,LUCAS COUNTY,LUCAS COUNTY,0,0,0,0,0,0,0,0,0,0,111
1938,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04822,TOLEDO METRO PARK,LUCAS COUNTY,LUCAS COUNTY,0,1,1,0,0,0,1,0,1,0,0
1939,86,76753,43560,Sylvania,OH,Toledo,2737,2180800,2037000,1911900,1929500,1833200,1886700,1961400,2045800,2107700,2194000,2274200,2404200,OH04800,LUCAS COUNTY SHERIFF,LUCAS COUNTY,LUCAS COUNTY,"51,193",90,991,0,19,25,46,224,706,61,4
1940,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05201,BRUNSWICK,MEDINA COUNTY,MEDINA COUNTY,"34,838",21,194,1,2,4,14,22,161,11,0
1941,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05202,MEDINA,MEDINA COUNTY,MEDINA COUNTY,"26,199",17,324,1,5,5,6,55,269,0,0
1942,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05203,WADSWORTH,MEDINA COUNTY,MEDINA COUNTY,"23,388",24,333,0,4,1,19,28,301,4,1
1943,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05207,WESTFIELD CENTER,MEDINA COUNTY,MEDINA COUNTY,"1,164",0,1,0,0,0,0,1,0,0,0
1944,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05210,SPENCER,MEDINA COUNTY,MEDINA COUNTY,777,2,6,0,1,0,1,1,5,0,0
1945,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05212,HINCKLEY TOWNSHIP,MEDINA COUNTY,MEDINA COUNTY,"7,970",1,17,0,0,0,1,3,13,1,0
1946,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05213,MONTVILLE TOWNSHIP,MEDINA COUNTY,MEDINA COUNTY,"11,718",0,61,0,0,0,0,15,46,0,0
1947,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05214,MEDINA TOWNSHIP,MEDINA COUNTY,MEDINA COUNTY,"8,940",5,109,0,1,0,4,3,101,5,0
1948,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05215,BRUNSWICK HILLS TOWNSHIP,MEDINA COUNTY,MEDINA COUNTY,"10,309",2,40,0,1,0,1,11,27,2,0
1949,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH08502,RITTMAN,MEDINA COUNTY,MEDINA COUNTY,114,0,2,0,0,0,0,1,1,0,0
1950,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH08507,CRESTON,MEDINA COUNTY,MEDINA COUNTY,91,0,1,0,0,0,0,0,1,0,0
1951,87,77109,44281,Wadsworth,OH,Cleveland-Elyria,2755,1822300,1784500,1771700,1716300,1681800,1682600,1726400,1775700,1875300,1932500,2052500,2199200,OH05200,MEDINA COUNTY SHERIFF,MEDINA COUNTY,MEDINA COUNTY,"47,744",0,89,0,0,0,0,28,61,0,0
1952,88,76671,43420,Fremont,OH,Fremont,2789,901900,936600,1105100,1104100,1069200,1040800,1060900,1069200,1078800,1111200,1162200,1233600,OH07202,CLYDE,SANDUSKY COUNTY,SANDUSKY COUNTY,"6,191",4,116,0,0,0,4,21,92,3,1
1953,88,76671,43420,Fremont,OH,Fremont,2789,901900,936600,1105100,1104100,1069200,1040800,1060900,1069200,1078800,1111200,1162200,1233600,OH07203,FREMONT,SANDUSKY COUNTY,SANDUSKY COUNTY,"16,241",31,866,1,2,12,16,151,699,16,0
1954,88,76671,43420,Fremont,OH,Fremont,2789,901900,936600,1105100,1104100,1069200,1040800,1060900,1069200,1078800,1111200,1162200,1233600,OH07200,SANDUSKY COUNTY SHERIFF,SANDUSKY COUNTY,SANDUSKY COUNTY,"27,107",41,70,0,0,0,41,17,52,1,0
1955,88,76671,43420,Fremont,OH,Fremont,2789,901900,936600,1105100,1104100,1069200,1040800,1060900,1069200,1078800,1111200,1162200,1233600,OH07210,SANDUSKY COUNTY PARK,SANDUSKY COUNTY,SANDUSKY COUNTY,0,0,0,0,0,0,0,0,0,0,0
1956,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OHCOP00,COLUMBUS,FRANKLIN COUNTY,FRANKLIN COUNTY,"853,424","4,379","33,652",139,899,"1,919","1,422","6,955","22,613","4,084",370
1957,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02307,LITHOPOLIS,FRANKLIN COUNTY,FRANKLIN COUNTY,42,0,0,0,0,0,0,0,0,0,0
1958,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02309,PICKERINGTON,FRANKLIN COUNTY,FRANKLIN COUNTY,76,0,1,0,0,0,0,0,1,0,0
1959,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH025A1,CAPITAL UNIVERSITY,FRANKLIN COUNTY,FRANKLIN COUNTY,0,0,53,0,0,0,0,10,41,2,0
1960,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02501,BEXLEY,FRANKLIN COUNTY,FRANKLIN COUNTY,"13,773",20,420,1,4,10,5,104,301,15,0
1961,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02503,DUBLIN,FRANKLIN COUNTY,FRANKLIN COUNTY,"39,242",27,456,1,10,8,8,51,388,17,1
1962,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02504,GAHANNA,FRANKLIN COUNTY,FRANKLIN COUNTY,"35,243",25,791,1,13,5,6,87,677,27,6
1963,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02505,GRANDVIEW HEIGHTS,FRANKLIN COUNTY,FRANKLIN COUNTY,"7,831",0,43,0,0,0,0,5,37,1,0
1964,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02506,GROVE CITY,FRANKLIN COUNTY,FRANKLIN COUNTY,"40,421",47,"1,365",4,14,24,5,112,"1,197",56,0
1965,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02507,HILLIARD,FRANKLIN COUNTY,FRANKLIN COUNTY,"36,144",17,404,0,6,2,9,75,293,36,2
1966,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02508,REYNOLDSBURG,FRANKLIN COUNTY,FRANKLIN COUNTY,"27,631",71,780,1,16,35,19,98,656,26,3
1967,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02509,UPPER ARLINGTON,FRANKLIN COUNTY,FRANKLIN COUNTY,"35,214",12,512,0,3,6,3,88,417,7,2
1968,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02510,WESTERVILLE,FRANKLIN COUNTY,FRANKLIN COUNTY,"30,887",35,740,0,9,13,13,60,667,13,2
1969,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02511,WHITEHALL,FRANKLIN COUNTY,FRANKLIN COUNTY,"18,835",125,"1,269",0,11,69,45,187,"1,001",81,12
1970,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02512,WORTHINGTON,FRANKLIN COUNTY,FRANKLIN COUNTY,"14,692",11,267,2,2,3,4,27,227,13,1
1971,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02514,COLUMBUS & FRKLN COUNTY,FRANKLIN COUNTY,FRANKLIN COUNTY,0,0,2,0,0,0,0,0,2,0,0
1972,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02516,GROVEPORT,FRANKLIN COUNTY,FRANKLIN COUNTY,"5,583",12,185,0,3,6,3,29,144,12,1
1973,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02517,HARRISBURG,FRANKLIN COUNTY,FRANKLIN COUNTY,337,0,1,0,0,0,0,0,1,0,0
1974,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02520,MINERVA PARK,FRANKLIN COUNTY,FRANKLIN COUNTY,"1,318",2,17,0,0,1,1,2,14,1,0
1975,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02521,NEW ALBANY,FRANKLIN COUNTY,FRANKLIN COUNTY,"10,670",4,91,0,2,0,2,6,81,4,0
1976,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02527,OHIO STATE UNIVERSITY: COLUMBUS,FRANKLIN COUNTY,FRANKLIN COUNTY,0,41,798,0,30,5,6,24,763,11,1
1977,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02534,PERRY TOWNSHIP,FRANKLIN COUNTY,FRANKLIN COUNTY,"3,758",2,53,0,0,1,1,4,47,2,0
1978,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02535,MADISON TOWNSHIP,FRANKLIN COUNTY,FRANKLIN COUNTY,"18,661",19,187,0,2,5,12,51,129,7,0
1979,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02540,SHARON TOWNSHIP,FRANKLIN COUNTY,FRANKLIN COUNTY,"2,390",0,41,0,0,0,0,3,37,1,0
1980,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02544,COLUMBUS STATE COMMUNITY COLLEGE,FRANKLIN COUNTY,FRANKLIN COUNTY,0,1,43,0,0,1,0,1,41,1,0
1981,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02599,OTTERBEIN UNIVERSITY,FRANKLIN COUNTY,FRANKLIN COUNTY,0,0,24,0,0,0,0,1,23,0,0
1982,89,76588,43220,Upper Arlington,OH,Columbus,2858,3641000,3457200,3448500,3401500,3384400,3424600,3525200,3828400,4073300,4440200,4721800,4928800,OH02500,FRANKLIN COUNTY SHERIFF,FRANKLIN COUNTY,FRANKLIN COUNTY,"58,934",60,683,2,4,35,19,160,498,25,2
1983,90,77006,44106,Cleveland,OH,Cleveland-Elyria,2885,1561600,1439500,1177700,1049000,963300,911900,800900,841800,887200,1023900,1267500,1303800,OHCLP00,CLEVELAND,CUYAHOGA COUNTY,CUYAHOGA COUNTY,"385,351","5,999","18,944",107,497,"2,697","2,698","5,853","9,696","3,395",253
