,Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 0,County,ORI,AGENCY NAME,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
479,395,76724,43526,Hicksville,OH,Defiance,DEFIANCE COUNTY,10615,0,0,0,525900,920900,938100,967300,935300,986300,1046400,1065100,1134900,,,,,,,,,,,,,,,
480,396,77574,45311,Camden,OH,,PREBLE COUNTY,10624,0,0,0,782600,1454900,1271200,1026100,1026900,1046200,1019800,1050800,1237100,532.0,PREBLE COUNTY,OH06802,CAMDEN,"1,951",0,2,0.0,0.0,0,0,0,2,0,0.0
481,397,76944,44021,Burton,OH,Cleveland-Elyria,GEAUGA COUNTY,10638,1867100,1706000,1646100,1674800,1615100,1561700,1566400,1623000,1637400,1692600,1788400,1884600,234.0,GEAUGA COUNTY,OH02803,BURTON,"1,460",0,1,0.0,0.0,0,0,0,1,0,0.0
482,398,77585,45323,Enon,OH,Springfield,CLARK COUNTY,10708,1494700,1453100,1421000,1362000,1319600,1301000,1324400,1352400,1348400,1366000,1466400,1576400,72.0,CLARK COUNTY,OH01206,ENON,"2,381",0,2,0.0,0.0,0,0,1,0,1,0.0
483,399,77224,44606,Apple Creek,OH,Wooster,WAYNE COUNTY,10759,1422900,1314900,1332900,1324700,1361500,1426700,1496300,1554800,1664000,1807500,1894000,1985800,662.0,WAYNE COUNTY,OH08504,APPLE CREEK,"1,188",2,4,0.0,0.0,0,2,0,4,0,0.0
484,400,77102,44272,Rootstown,OH,Akron,PORTAGE COUNTY,10765,1619400,1588500,1564400,1531200,1508500,1516600,1527200,1543300,1612000,1755500,1858800,1942900,,,,,,,,,,,,,,,
485,401,76807,43723,Byesville,OH,Cambridge,GUERNSEY COUNTY,10808,868300,833000,829500,804300,796900,784500,814500,865200,879700,884700,924300,971900,255.0,GUERNSEY COUNTY,OH03002,BYESVILLE,"2,372",0,16,0.0,0.0,0,0,4,9,3,0.0
486,402,77841,45830,Columbus Grove,OH,,PUTNAM COUNTY,10855,1231200,1271200,1315700,1253200,1305100,1346100,1408700,1346800,1419700,1469900,1489500,1623600,537.0,PUTNAM COUNTY,OH06904,COLUMBUS GROVE,"2,077",0,1,0.0,0.0,0,0,0,1,0,0.0
487,403,77635,45381,West Alexandria,OH,,PREBLE COUNTY,10866,0,0,0,918300,1698600,1483700,1193500,1190700,1220100,1224000,1271200,1427300,534.0,PREBLE COUNTY,OH06809,WEST ALEXANDRIA,"1,339",1,13,0.0,1.0,0,0,4,9,0,0.0
488,404,76648,43344,Richwood,OH,Columbus,UNION COUNTY,10906,1083700,1063700,1047200,1066000,1023600,1030000,1071400,1008900,1062400,1178300,1286400,1461300,,,,,,,,,,,,,,,
489,405,77580,45318,Covington,OH,Dayton,MIAMI COUNTY,10928,1268200,1228600,1153200,1112700,1104000,1111500,1128800,1143700,1154100,1187500,1275300,1411400,451.0,MIAMI COUNTY,OH05506,COVINGTON,"2,637",3,16,0.0,0.0,0,3,2,14,0,0.0
490,406,77097,44262,Munroe Falls,OH,Akron,SUMMIT COUNTY,10954,1821600,1767000,1719300,1701600,1649500,1572500,1593400,1667300,1737200,1782400,1862300,1972700,595.0,SUMMIT COUNTY,OH07717,MUNROE FALLS,"5,051",1,39,0.0,0.0,0,1,7,32,0,0.0
491,407,77092,44254,Lodi,OH,Cleveland-Elyria,MEDINA COUNTY,11019,1536500,1479100,1369800,1367100,1218800,1273200,1268500,1296700,1446800,1451400,1566400,1675200,,,,,,,,,,,,,,,
492,408,77711,45628,Frankfort,OH,Chillicothe,ROSS COUNTY,11021,1116600,1077900,1061300,1057600,1043700,1037500,1014300,1027100,1112200,1168500,1187900,1327400,,,,,,,,,,,,,,,
493,409,77108,44280,Valley City,OH,Cleveland-Elyria,MEDINA COUNTY,11054,2303100,2355800,2422300,2303200,2234700,2321700,2367600,2418900,2550900,2643500,2785900,3091700,,,,,,,,,,,,,,,
494,410,76937,44003,Andover,OH,Ashtabula,ASHTABULA COUNTY,11113,939700,912400,883700,885600,830000,829400,861100,872200,850700,873100,924900,1004200,,,,,,,,,,,,,,,
495,411,76813,43731,Crooksville,OH,Columbus,PERRY COUNTY,11152,769000,706500,692200,680800,670900,660000,663800,645200,653100,697400,715000,748700,503.0,PERRY COUNTY,OH06401,CROOKSVILLE,"2,491",0,0,0.0,0.0,0,0,0,0,0,0.0
496,412,77599,45338,Lewisburg,OH,,PREBLE COUNTY,11153,0,0,0,947700,1773600,1546800,1251700,1259800,1295800,1286500,1337000,1503900,,,,,,,,,,,,,,,
497,413,77699,45612,Bainbridge,OH,Chillicothe,ROSS COUNTY,11154,933300,909900,887800,872900,900600,852300,831300,869700,906000,930500,944900,1006500,,,,,,,,,,,,,,,
498,414,77634,45380,Versailles,OH,Greenville,DARKE COUNTY,11187,0,0,0,0,0,974900,2003100,2056800,2201300,1816100,1967700,1969700,,,,,,,,,,,,,,,
499,415,77258,44644,Malvern,OH,Canton-Massillon,CARROLL COUNTY,11196,1434500,1429100,1446100,1497400,1430000,1419500,1463000,1567500,1557800,1562500,1691900,1792700,,,,,,,,,,,,,,,
500,416,77783,45732,Glouster,OH,Athens,ATHENS COUNTY,11212,733300,690100,643700,609100,597000,559300,541000,527900,529300,524300,529000,573200,23.0,ATHENS COUNTY,OH00502,GLOUSTER,"1,793",3,33,0.0,1.0,0,2,9,23,1,0.0
501,417,77871,45865,Minster,OH,Wapakoneta,AUGLAIZE COUNTY,11279,0,925900,1857700,1774200,1732500,1679900,1752000,1809500,1893100,1975900,2105300,2252800,31.0,AUGLAIZE COUNTY,OH00605,MINSTER,"2,866",0,0,0.0,0.0,0,0,0,0,0,0.0
502,418,76874,43845,West Lafayette,OH,Coshocton,COSHOCTON COUNTY,11290,877700,869900,871000,878900,877300,850700,906800,932200,1008500,1038700,1084800,1130100,111.0,COSHOCTON COUNTY,OH01606,WEST LAFAYETTE,"2,287",3,6,0.0,2.0,0,1,1,5,0,0.0
503,419,77577,45315,Clayton,OH,Dayton,MONTGOMERY COUNTY,11337,1844900,1781200,1628800,1592900,1543000,1541400,1535500,1560100,1578800,1658100,1770000,1875500,463.0,DAYTON,OH05711,CLAYTON,"13,149",5,118,0.0,0.0,4,1,17,92,9,0.0
504,420,77238,44621,Dennison,OH,New Philadelphia-Dover,TUSCARAWAS COUNTY,11359,752800,759400,763100,750600,733700,768200,793800,785300,783000,828400,844800,908500,621.0,TUSCARAWAS COUNTY,OH07901,DENNISON,"2,625",2,7,0.0,0.0,0,2,0,6,1,1.0
505,421,77543,45252,Harrison,OH,Cincinnati,HAMILTON COUNTY,11371,2800700,2643000,2468200,2390500,2411300,2349000,2332800,2347900,2514400,2608900,2739800,2874300,272.0,HAMILTON COUNTY,OH03116,HARRISON,"11,246",6,182,1.0,0.0,5,0,16,157,9,0.0
506,422,77625,45368,South Charleston,OH,Springfield,CLARK COUNTY,11372,1359000,1293000,1276500,1234500,1200200,1184400,1219800,1262000,1276000,1381400,1527300,1570700,73.0,CLARK COUNTY,OH01209,SOUTH CHARLESTON,"1,640",2,37,0.0,0.0,0,2,5,28,4,0.0
507,423,77486,45169,Sabina,OH,Wilmington,CLINTON COUNTY,11405,1423300,1385900,1312100,1107300,1032300,1006000,1047000,1048500,1143400,1199000,1232000,1291500,94.0,CLINTON COUNTY,OH01403,SABINA,"2,534",3,52,0.0,2.0,0,1,15,37,0,1.0
508,424,76657,43357,West Liberty,OH,Bellefontaine,LOGAN COUNTY,11432,1429600,1486000,1428800,1418800,1390700,1394600,1460200,1516700,1536700,1601600,1708800,1763700,369.0,LOGAN COUNTY,OH04610,WEST LIBERTY,"1,785",1,5,0.0,0.0,0,1,1,3,1,0.0
509,425,76836,43762,New Concord,OH,Zanesville,MUSKINGUM COUNTY,11482,1340800,1303400,1311200,1337900,1310400,1315000,1327200,1342100,1439400,1515100,1568600,1698200,487.0,MUSKINGUM COUNTY,OH06006,NEW CONCORD,"2,337",0,7,0.0,0.0,0,0,0,7,0,0.0
510,426,77283,44676,Shreve,OH,Wooster,WAYNE COUNTY,11501,1181000,1167900,1143800,1100600,1091600,1106200,1148000,1193000,1228300,1363300,1395600,1389800,,,,,,,,,,,,,,,
511,427,76982,44076,Orwell,OH,Ashtabula,ASHTABULA COUNTY,11505,1260800,1231500,1180900,1205700,1128500,1148900,1201900,1159100,1104500,1103300,1183200,1301200,,,,,,,,,,,,,,,
512,428,76979,44072,Novelty,OH,Cleveland-Elyria,GEAUGA COUNTY,11507,3210000,2938400,2832500,2870900,2744900,2665600,2670700,2732700,2724400,2806600,2918700,3046400,,,,,,,,,,,,,,,
513,429,76672,43430,Genoa,OH,Port Clinton,OTTAWA COUNTY,11550,1389300,1299400,1263100,1269000,1224100,1230500,1236000,1219800,1230000,1272300,1333200,1408300,495.0,OTTAWA COUNTY,OH06205,GENOA,"2,276",1,7,0.0,0.0,0,1,2,5,0,1.0
514,430,76863,43822,Frazeysburg,OH,Zanesville,MUSKINGUM COUNTY,11580,1152900,1077400,1008500,1018900,982900,975300,1047200,1180200,1244800,1326200,1488300,1549600,486.0,MUSKINGUM COUNTY,OH06004,FRAZEYSBURG,"1,294",1,9,0.0,0.0,0,1,4,5,0,0.0
515,431,77176,44440,Mineral Ridge,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,11587,1160400,1085600,1020900,1045200,1014800,1055800,1090200,1183800,1178100,1225500,1255300,1331800,,,,,,,,,,,,,,,
516,432,77863,45856,Leipsic,OH,,PUTNAM COUNTY,11590,951400,1000800,997900,948900,976200,1013300,1021400,1002300,1094400,1171500,1241700,1331900,538.0,PUTNAM COUNTY,OH06911,LEIPSIC,"2,022",1,12,0.0,0.0,0,1,4,8,0,0.0
517,433,76528,43112,Carroll,OH,Columbus,FAIRFIELD COUNTY,11591,2100400,1850600,1788900,1769400,1752900,1801800,1938000,1983800,2116300,2223400,2412100,2574400,188.0,FAIRFIELD COUNTY,OH02306,CARROLL,520,0,3,0.0,0.0,0,0,2,1,0,0.0
518,434,76540,43135,Laurelville,OH,Columbus,HOCKING COUNTY,11592,1111400,1074000,1071400,1027100,1037400,1007700,1025100,1009400,1087400,1142500,1177900,1372300,311.0,HOCKING COUNTY,OH03702,LAURELVILLE,507,1,3,0.0,0.0,1,0,0,3,0,0.0
519,435,76849,43783,Somerset,OH,Columbus,PERRY COUNTY,11594,1349500,1250700,1227700,1173600,1140400,1220400,1275700,1275100,1291600,1443600,1599300,1757400,508.0,PERRY COUNTY,OH06411,SOMERSET,"1,460",0,4,0.0,0.0,0,0,1,3,0,0.0
520,436,77170,44431,Leetonia,OH,Salem,COLUMBIANA COUNTY,11621,997100,976600,978100,945400,868800,886800,879900,922900,968400,979400,1037400,1088500,,,,,,,,,,,,,,,
521,437,77461,45135,Leesburg,OH,,HIGHLAND COUNTY,11648,1351600,1279300,1204100,1158800,1144600,1147300,1180900,1251800,1298400,1332400,1385500,1453100,306.0,HIGHLAND COUNTY,OH03603,VILLAGE OF LEESBURG,"1,295",1,54,0.0,0.0,0,1,5,47,2,0.0
522,438,77193,44473,Vienna Center,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,11655,1168600,1131600,1083200,1041000,1005300,1002800,1069800,1048900,1045800,1203800,1230100,1340500,,,,,,,,,,,,,,,
523,439,77892,45887,Spencerville,OH,Lima,ALLEN COUNTY,11664,1047900,1026300,997400,991600,938000,926800,949500,969700,1006100,1045200,1103200,1141300,10.0,ALLEN COUNTY,OH00205,SPENCERVILLE,"2,184",0,14,0.0,0.0,0,0,5,9,0,0.0
524,440,77148,44403,Brookfield Center,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,11684,1245100,1198800,1126900,1079400,1007600,1053700,1133300,1167000,1190200,1236000,1287800,1442900,,,,,,,,,,,,,,,
525,441,76862,43821,Dresden,OH,Zanesville,MUSKINGUM COUNTY,11686,1189300,1161300,1117800,1104000,1055800,1046800,1027500,1024200,1021900,1069400,1182500,1297100,485.0,MUSKINGUM COUNTY,OH06003,DRESDEN,"1,707",0,5,0.0,0.0,0,0,1,4,0,0.0
526,442,76673,43431,Gibsonburg,OH,Fremont,SANDUSKY COUNTY,11690,900600,944900,1131300,1120900,1054400,1016800,1068600,1118900,1150300,1181100,1222700,1315900,,,,,,,,,,,,,,,
527,443,76844,43777,Roseville,OH,Zanesville,MUSKINGUM COUNTY,11705,731800,704400,703500,701100,664100,652900,652200,666900,669300,697000,752500,851400,488.0,MUSKINGUM COUNTY,OH06009,ROSEVILLE,763,1,10,0.0,1.0,0,0,2,6,2,0.0
528,443,76844,43777,Roseville,OH,Zanesville,MUSKINGUM COUNTY,11705,731800,704400,703500,701100,664100,652900,652200,666900,669300,697000,752500,851400,502.0,MUSKINGUM COUNTY,OH06009,ROSEVILLE,"1,083",3,12,0.0,1.0,1,1,2,8,2,0.0
529,444,77571,45308,Bradford,OH,Greenville,DARKE COUNTY,11707,1106200,1031500,993500,966400,1072600,1273700,1267300,1263100,1325200,1075900,1171700,1166400,,,,,,,,,,,,,,,
530,445,77178,44442,New Middletown,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,11714,1400600,1354600,1320200,1330300,1272200,1199200,1237400,1307900,1366100,1435100,1662100,1742100,413.0,MAHONING COUNTY,OH05012,NEW MIDDLETOWN,"1,553",0,15,0.0,0.0,0,0,4,9,2,0.0
531,446,77509,45218,Greenhills,OH,Cincinnati,HAMILTON COUNTY,11715,1439400,1356200,1255100,1202700,1160000,1140900,1132100,1128600,1144900,1203100,1370200,1493700,271.0,HAMILTON COUNTY,OH03115,GREENHILLS,"3,584",1,43,0.0,0.0,0,1,4,38,1,0.0
532,447,77173,44437,Mc Donald,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,11774,964200,923100,869700,866100,839800,795400,784200,788900,779100,797900,837500,934600,,,,,,,,,,,,,,,
533,448,77464,45142,Lynchburg,OH,,HIGHLAND COUNTY,11851,1310300,1227100,1152600,1097700,1071000,1078800,1112600,1156400,1185400,1191900,1244100,1344400,96.0,HIGHLAND COUNTY,OH03604,LYNCHBURG,2,0,0,0.0,0.0,0,0,0,0,0,0.0
534,448,77464,45142,Lynchburg,OH,,HIGHLAND COUNTY,11851,1310300,1227100,1152600,1097700,1071000,1078800,1112600,1156400,1185400,1191900,1244100,1344400,307.0,HIGHLAND COUNTY,OH03604,LYNCHBURG,"1,480",0,29,0.0,0.0,0,0,2,25,2,0.0
535,449,76975,44065,Newbury,OH,Cleveland-Elyria,GEAUGA COUNTY,11867,2340700,2153000,2071800,2101200,2006500,1952600,1965300,2000900,2019000,2112000,2220300,2268700,,,,,,,,,,,,,,,
536,450,77875,45869,New Bremen,OH,Wapakoneta,AUGLAIZE COUNTY,11876,1813500,1633700,1614100,1542000,1512700,1480800,1549500,1597600,1659900,1737300,1848400,1954600,32.0,AUGLAIZE COUNTY,OH00606,NEW BREMEN,"2,966",0,20,0.0,0.0,0,0,1,19,0,0.0
537,451,77602,45341,Medway,OH,Springfield,CLARK COUNTY,11931,1158300,1096200,1058600,1005700,961600,943700,950300,953600,952800,947300,1062600,1179900,,,,,,,,,,,,,,,
538,452,76520,43102,Amanda,OH,Columbus,FAIRFIELD COUNTY,11974,1504000,1271100,1240800,1229500,1212200,1242800,1379400,1322900,1431600,1537900,1613500,1822900,,,,,,,,,,,,,,,
539,453,77722,45644,Kingston,OH,Chillicothe,ROSS COUNTY,11987,1320500,1314900,1324300,1323800,1347000,1343300,1349700,1360400,1452800,1545400,1606500,1727300,,,,,,,,,,,,,,,
540,454,77878,45872,North Baltimore,OH,Toledo,WOOD COUNTY,11991,0,0,0,0,0,0,0,424600,846500,817900,935700,977300,671.0,WOOD COUNTY,OH08702,NORTH BALTIMORE,"3,546",10,46,0.0,2.0,0,8,9,36,1,0.0
541,455,77072,44217,Creston,OH,Wooster,WAYNE COUNTY,12034,1398900,1343000,1357000,1319400,1301700,1330700,1359200,1389600,1459300,1532600,1577300,1662600,435.0,WAYNE COUNTY,OH08507,CRESTON,91,0,1,0.0,0.0,0,0,0,1,0,0.0
542,455,77072,44217,Creston,OH,Wooster,WAYNE COUNTY,12034,1398900,1343000,1357000,1319400,1301700,1330700,1359200,1389600,1459300,1532600,1577300,1662600,663.0,WAYNE COUNTY,OH08507,CRESTON,"2,097",1,20,0.0,0.0,0,1,6,12,2,1.0
543,456,76667,43412,Curtice,OH,Toledo,LUCAS COUNTY,12040,1360600,1377300,1236600,1209600,1212000,1343400,1417000,1339500,1257800,1371800,1427000,1627100,,,,,,,,,,,,,,,
544,457,77421,45052,North Bend,OH,Cincinnati,HAMILTON COUNTY,12051,2472900,2324700,2136100,2044700,2033900,2095100,2081700,2078600,2234200,2227800,2445300,2587500,,,,,,,,,,,,,,,
545,458,76495,43061,Ostrander,OH,Columbus,DELAWARE COUNTY,12082,2220600,2235400,2182100,2203500,2082600,1962600,2027000,2168500,2375700,2646700,2828700,3166100,,,,,,,,,,,,,,,
546,459,77338,44824,Castalia,OH,Sandusky,ERIE COUNTY,12110,1574300,1515400,1450800,1391400,1354300,1368500,1385000,1429800,1429200,1453500,1517900,1603000,,,,,,,,,,,,,,,
547,460,77451,45118,Fayetteville,OH,Cincinnati,BROWN COUNTY,12113,1472100,1435300,1345900,1357600,1247900,1254400,1302800,1402500,1781500,1517700,1595200,1663100,,,,,,,,,,,,,,,
548,461,77730,45653,Minford,OH,Portsmouth,SCIOTO COUNTY,12124,891700,878800,895200,1048600,923100,966800,1098900,1085900,1067400,1098300,1179800,1246000,,,,,,,,,,,,,,,
549,462,76987,44084,Roaming Shores,OH,Ashtabula,ASHTABULA COUNTY,12197,1527300,1492400,1447300,1495300,1426000,1430400,1469500,1492500,1469400,1514400,1586700,1711800,20.0,ASHTABULA COUNTY,OH00410,ROAMING SHORES VILLAGE,"1,466",0,1,0.0,0.0,0,0,1,0,0,0.0
550,463,77448,45113,Clarksville,OH,Wilmington,CLINTON COUNTY,12216,2608700,2525000,2337100,2028300,1872600,1847400,1828000,1773200,1959500,2182300,2391400,2693800,,,,,,,,,,,,,,,
551,464,77484,45167,Ripley,OH,Cincinnati,BROWN COUNTY,12245,910600,891600,811400,807800,733400,763200,789700,820600,1029600,827600,780700,841400,47.0,BROWN COUNTY,OH00803,RIPLEY,"1,707",2,19,0.0,1.0,0,1,3,13,3,0.0
552,465,77565,45302,Anna,OH,Sidney,SHELBY COUNTY,12256,1574300,1567100,1507800,1521600,1465400,1517100,1618900,1663500,1744400,1833200,1943900,2067500,,,,,,,,,,,,,,,
553,466,77811,45780,The Plains,OH,Athens,ATHENS COUNTY,12283,1639500,1610900,1557400,1495100,1463000,1450400,1453400,1504400,1515700,1555600,1635400,1673200,,,,,,,,,,,,,,,
554,467,76632,43324,Huntsville,OH,Bellefontaine,LOGAN COUNTY,12289,1837500,1908500,1854200,1832100,1804400,1795200,1907100,2050000,2052300,2157200,2294700,2383700,,,,,,,,,,,,,,,
555,468,77227,44609,Beloit,OH,Salem,COLUMBIANA COUNTY,12341,1133700,1049000,967500,935400,940800,959800,937800,989500,1059200,1088500,1153500,1301100,,,,,,,,,,,,,,,
556,469,77779,45723,Coolville,OH,Athens,ATHENS COUNTY,12384,1124000,1105600,1100300,1095900,1075700,1055800,1025300,1066100,1112700,1115700,1198100,1225900,27.0,ATHENS COUNTY,OH00512,COOLVILLE,492,0,0,0.0,0.0,0,0,0,0,0,0.0
557,470,77855,45846,Fort Recovery,OH,Celina,MERCER COUNTY,12385,1366900,1430300,1527900,1457800,1473200,1717200,2045600,2084900,1900700,1906300,2041500,2127600,444.0,MERCER COUNTY,OH05405,FORT RECOVERY,"1,436",1,12,0.0,0.0,0,1,3,8,1,0.0
558,471,76486,43046,Millersport,OH,Columbus,FAIRFIELD COUNTY,12404,1892600,1723700,1652700,1630400,1608100,1574300,1601800,1708100,1713900,1800200,2007100,2261900,190.0,FAIRFIELD COUNTY,OH02308,MILLERSPORT,"1,050",0,2,0.0,0.0,0,0,1,1,0,0.0
559,472,76883,43910,Bloomingdale,OH,Weirton-Steubenville,JEFFERSON COUNTY,12416,1133800,1090900,1072600,1101000,1080800,1079900,1089000,1285700,1132600,1179400,1226800,1292600,,,,,,,,,,,,,,,
560,473,77191,44470,Southington,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,12455,1121600,1080800,1054900,1092800,1084000,1054200,1076600,1139800,1136700,1177600,1295800,1504100,,,,,,,,,,,,,,,
561,474,77858,45850,Harrod,OH,Lima,ALLEN COUNTY,12480,1251200,1223600,1216000,1210300,1152100,1148000,1172600,1185400,1219300,1305800,1372300,1390800,,,,,,,,,,,,,,,
562,475,76738,43542,Monclova,OH,Toledo,LUCAS COUNTY,12494,2738200,2727100,2554300,2506500,2405900,2449500,2539500,2721700,2828100,2941400,3097100,3309100,,,,,,,,,,,,,,,
563,476,77114,44288,Windham,OH,Akron,PORTAGE COUNTY,12495,1199700,1135100,1110700,1080000,1043600,1027200,972900,850400,929600,930900,988900,1015100,522.0,PORTAGE COUNTY,OH06706,WINDHAM,"2,199",4,36,0.0,0.0,0,4,10,24,2,0.0
564,477,77453,45120,Felicity,OH,Cincinnati,CLERMONT COUNTY,12518,1108500,1087100,933400,931300,896100,798000,839500,896000,1036500,1082000,1133500,1243100,81.0,CLERMONT COUNTY,OH01306,FELICITY,825,3,31,0.0,1.0,0,2,4,26,1,0.0
565,478,77478,45159,New Vienna,OH,Wilmington,CLINTON COUNTY,12525,1543600,1530600,1439000,1192700,1148300,1089600,1134300,1137200,1194300,1319300,1437700,1557200,93.0,CLINTON COUNTY,OH01402,NEW VIENNA,"1,201",0,13,0.0,0.0,0,0,3,7,3,0.0
566,479,76715,43517,Edgerton,OH,,WILLIAMS COUNTY,12532,1067200,1002800,949600,942300,909500,917400,958100,959100,991700,1043900,1114600,1167800,,,,,,,,,,,,,,,
567,480,76626,43318,De Graff,OH,Bellefontaine,LOGAN COUNTY,12534,1090300,1111300,1059200,1030300,994500,1016900,1050300,1063600,1079100,1102100,1151800,1156700,,,,,,,,,,,,,,,
568,481,77081,44234,Hiram,OH,Akron,PORTAGE COUNTY,12572,2046000,1892900,1863500,1882300,1848400,1833200,1902600,1912500,2026600,2100700,2127500,2258300,524.0,PORTAGE COUNTY,OH06708,HIRAM,"1,164",3,0,0.0,1.0,0,2,0,0,0,0.0
569,482,76688,43447,Millbury,OH,Toledo,WOOD COUNTY,12584,1334500,1286300,1318300,1343900,1340600,1374100,1333700,1413300,1460100,1487000,1438800,1554100,,,,,,,,,,,,,,,
570,483,76720,43522,Grand Rapids,OH,Toledo,WOOD COUNTY,12592,1512300,1420900,1420800,1395300,1390100,1415200,1337000,1441700,1562200,1711900,1754300,1794600,,,,,,,,,,,,,,,
571,484,76620,43310,Belle Center,OH,Bellefontaine,LOGAN COUNTY,12593,1166500,1203000,1166200,1122900,1097400,1125700,1183700,1219000,1328400,1399200,1454700,1532100,,,,,,,,,,,,,,,
572,485,77626,45369,South Vienna,OH,Springfield,CLARK COUNTY,12610,1592500,1518500,1490500,1435300,1379400,1359500,1404200,1446900,1523600,1582300,1765600,1941800,75.0,CLARK COUNTY,OH01211,SOUTH VIENNA,375,0,8,0.0,0.0,0,0,1,4,3,0.0
573,486,76690,43450,Pemberville,OH,Toledo,WOOD COUNTY,12637,0,0,0,0,0,0,0,736100,1481300,1495900,1584500,1633900,676.0,WOOD COUNTY,OH08719,PEMBERVILLE,"1,425",0,1,0.0,0.0,0,0,0,1,0,0.0
574,487,76956,44040,Gates Mills,OH,Cleveland-Elyria,CUYAHOGA COUNTY,12641,5515300,4996100,4798700,4848800,4877700,4906700,4977300,5134500,5114100,5267900,5359200,5656800,132.0,CUYAHOGA COUNTY,OH01821,GATES MILLS,"2,232",2,24,0.0,0.0,1,1,2,20,2,0.0
575,488,77168,44429,Craig Beach,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,12646,1091600,1046500,995100,913900,915200,902400,942300,982200,940800,993500,1182700,1370900,412.0,MAHONING COUNTY,OH05011,CRAIG BEACH,"1,129",1,6,0.0,1.0,0,0,1,4,1,0.0
576,489,77457,45130,Hamersville,OH,Cincinnati,BROWN COUNTY,12672,1352200,1288300,1198600,1199700,1127900,1112800,1130800,1303100,1695200,1426700,1426400,1452000,,,,,,,,,,,,,,,
577,490,76864,43824,Fresno,OH,Coshocton,COSHOCTON COUNTY,12696,1103500,1142100,1179600,1175100,1200000,1163600,1194600,1193900,1282600,1341100,1388100,1463200,,,,,,,,,,,,,,,
578,491,76802,43718,Belmont,OH,Wheeling,BELMONT COUNTY,12722,871100,903800,933800,903000,943500,1030300,1124800,1154500,1206300,1216900,1265100,1324000,44.0,BELMONT COUNTY,OH00700,BELMONT COUNTY SHERIFF,"29,108",34,314,2.0,10.0,2,20,52,232,30,4.0
579,492,77370,44864,Perrysville,OH,Ashland,ASHLAND COUNTY,12736,1233800,1151100,1137000,1046500,1024100,994500,997900,1058100,1146000,1238800,1381100,1506900,,,,,,,,,,,,,,,
580,493,77576,45314,Cedarville,OH,Dayton,GREENE COUNTY,12785,1669700,1697700,1600000,1566700,1478100,1505500,1599100,1687100,1719500,1737600,1791100,2170100,,,,,,,,,,,,,,,
581,494,77098,44264,Peninsula,OH,Akron,SUMMIT COUNTY,12794,1914500,2163000,2365700,2300400,2080700,2153000,2275000,2322300,2471600,2631000,2760200,3088900,596.0,SUMMIT COUNTY,OH07718,PENINSULA,563,0,22,0.0,0.0,0,0,2,19,1,0.0
582,495,77814,45784,Vincent,OH,Marietta,WASHINGTON COUNTY,12810,0,0,0,0,0,0,882200,1672600,1820900,1843300,1858900,2018800,,,,,,,,,,,,,,,
583,496,77181,44445,New Waterford,OH,Salem,COLUMBIANA COUNTY,12820,1177200,1144200,1133500,1101400,1022000,1078000,1183400,1273200,1342700,1397400,1476100,1472800,104.0,COLUMBIANA COUNTY,OH01510,NEW WATERFORD,"1,183",0,3,0.0,0.0,0,0,1,2,0,0.0
584,497,77257,44643,Magnolia,OH,Canton-Massillon,STARK COUNTY,12821,1277400,1189800,1142900,1136300,1109700,1170500,1194000,1245900,1326000,1318300,1412000,1554400,66.0,STARK COUNTY,OH07630,MAGNOLIA,258,0,4,0.0,0.0,0,0,1,3,0,0.0
585,497,77257,44643,Magnolia,OH,Canton-Massillon,STARK COUNTY,12821,1277400,1189800,1142900,1136300,1109700,1170500,1194000,1245900,1326000,1318300,1412000,1554400,581.0,STARK COUNTY,OH07630,MAGNOLIA,714,1,13,0.0,1.0,0,0,2,10,1,0.0
586,498,77355,44846,Milan,OH,Sandusky,ERIE COUNTY,12822,1707500,1636000,1581400,1530400,1499400,1503300,1532200,1585200,1564900,1589100,1668600,1734100,181.0,ERIE COUNTY,OH02208,MILAN,983,1,7,0.0,1.0,0,0,0,7,0,0.0
587,498,77355,44846,Milan,OH,Sandusky,ERIE COUNTY,12822,1707500,1636000,1581400,1530400,1499400,1503300,1532200,1585200,1564900,1589100,1668600,1734100,316.0,ERIE COUNTY,OH02208,MILAN,356,0,3,0.0,0.0,0,0,0,3,0,0.0
588,499,77888,45883,Saint Henry,OH,Celina,MERCER COUNTY,12823,1073400,1370100,1510400,1505100,1515200,1771600,2057900,2014000,1887800,2012900,2170400,2336800,446.0,MERCER COUNTY,OH05409,ST. HENRY,"2,527",1,8,0.0,0.0,0,1,1,7,0,0.0
589,500,77242,44626,East Sparta,OH,Canton-Massillon,STARK COUNTY,12834,1197900,1149500,1034300,982400,930900,883500,947400,1001200,1033800,1085800,1175000,1339300,,,,,,,,,,,,,,,
