,Index,RegionID,RegionName,City_x,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 0,County,City_y,ORI,AGENCY NAME,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
0,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,117.0,CUYAHOGA COUNTY,Cleveland,OHCLP00,CLEVELAND,"385,351","5,999","18,944",107.0,497.0,"2,697","2,698","5,853","9,696","3,395",253.0
1,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,119.0,CUYAHOGA COUNTY,Bay Village,OH01801,BAY VILLAGE,"15,327",2,73,0.0,1.0,0,1,11,61,1,0.0
2,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,120.0,CUYAHOGA COUNTY,Bedford,OH01803,BEDFORD,"12,641",25,228,1.0,1.0,16,7,50,146,32,0.0
3,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,122.0,CUYAHOGA COUNTY,Berea,OH01806,BEREA,"18,871",8,140,0.0,1.0,1,6,27,105,8,2.0
4,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,123.0,CUYAHOGA COUNTY,Brecksville,OH01808,BRECKSVILLE,"13,432",2,52,0.0,1.0,0,1,4,47,1,0.0
5,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,124.0,CUYAHOGA COUNTY,Broadview Heights,OH01809,BROADVIEW HEIGHTS,"19,228",1,21,0.0,0.0,0,1,5,11,5,0.0
6,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,127.0,CUYAHOGA COUNTY,Cleveland Heights,OH01815,CLEVELAND HEIGHTS,"44,525",131,879,2.0,16.0,79,34,125,655,99,1.0
7,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,128.0,CUYAHOGA COUNTY,Cleveland,OH01817,EAST CLEVELAND,"17,178",136,339,5.0,8.0,83,40,100,89,150,3.0
8,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,129.0,CUYAHOGA COUNTY,Euclid,OH01818,EUCLID,"47,270",303,"1,267",4.0,26.0,118,155,226,910,131,6.0
9,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,130.0,CUYAHOGA COUNTY,Fairview Park,OH01819,FAIRVIEW PARK,"16,307",18,176,1.0,1.0,4,12,14,155,7,1.0
10,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,131.0,CUYAHOGA COUNTY,Garfield Heights,OH01820,GARFIELD HEIGHTS,"27,846",0,0,0.0,0.0,0,0,0,0,0,0.0
11,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,132.0,CUYAHOGA COUNTY,Gates Mills,OH01821,GATES MILLS,"2,232",2,24,0.0,0.0,1,1,2,20,2,0.0
12,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,136.0,CUYAHOGA COUNTY,Lakewood,OH01826,LAKEWOOD,"50,151",74,"1,199",2.0,6.0,40,26,469,652,78,5.0
13,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,137.0,CUYAHOGA COUNTY,Lyndhurst,OH01827,LYNDHURST,"13,586",18,180,0.0,0.0,7,11,21,148,11,0.0
14,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,140.0,CUYAHOGA COUNTY,North Olmsted,OH01834,NORTH OLMSTED,"31,779",26,470,0.0,6.0,11,9,40,398,32,0.0
15,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,141.0,CUYAHOGA COUNTY,North Royalton,OH01836,NORTH ROYALTON,"30,313",7,103,3.0,0.0,0,4,22,80,1,0.0
16,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,143.0,CUYAHOGA COUNTY,Olmsted Falls,OH01839,OLMSTED FALLS,"8,898",3,31,0.0,1.0,1,1,9,19,3,0.0
17,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,144.0,CUYAHOGA COUNTY,Parma,OH01842,PARMA,"79,340",141,906,0.0,39.0,37,65,199,633,74,2.0
18,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,145.0,CUYAHOGA COUNTY,Parma Heights,OH01843,PARMA HEIGHTS,"20,094",1,53,0.0,0.0,0,1,10,40,3,0.0
19,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,147.0,CUYAHOGA COUNTY,Richmond Heights,OH01845,RICHMOND HEIGHTS,"10,432",19,206,0.0,0.0,12,7,37,146,23,0.0
20,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,148.0,CUYAHOGA COUNTY,Rocky River,OH01846,ROCKY RIVER,"20,342",7,73,0.0,1.0,2,4,7,62,4,0.0
21,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,149.0,CUYAHOGA COUNTY,Seven Hills,OH01847,SEVEN HILLS,"11,668",3,50,0.0,0.0,1,2,14,33,3,0.0
22,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,150.0,CUYAHOGA COUNTY,Solon,OH01849,SOLON,"23,023",13,182,0.0,2.0,4,7,25,146,11,0.0
23,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,151.0,CUYAHOGA COUNTY,South Euclid,OH01850,SOUTH EUCLID,"21,628",33,645,0.0,5.0,14,14,74,536,35,0.0
24,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,152.0,CUYAHOGA COUNTY,Strongsville,OH01851,STRONGSVILLE,"44,758",18,852,2.0,1.0,9,6,67,760,25,0.0
25,1,77007,44107,Lakewood,OH,Cleveland-Elyria,CUYAHOGA COUNTY,84,1580500,1477700,1398100,1432300,1398200,1413800,1473500,1533100,1577400,1758600,2002200,2181800,157.0,CUYAHOGA COUNTY,Westlake,OH01857,WESTLAKE,"32,330",13,366,0.0,1.0,9,3,25,326,15,0.0
26,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,178.0,LORAIN COUNTY,Vermilion,OH02204,VERMILION,"4,603",1,41,0.0,0.0,0,1,6,35,0,0.0
27,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,371.0,LORAIN COUNTY,Elyria,OH04704,ELYRIA,"53,586",191,"1,146",3.0,39.0,64,85,248,842,56,12.0
28,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,372.0,LORAIN COUNTY,Vermilion,OH02204,VERMILION,"5,778",2,54,0.0,1.0,0,1,8,45,1,0.0
29,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,373.0,LORAIN COUNTY,Amherst,OH04701,AMHERST,"12,090",5,157,0.0,0.0,2,3,14,140,3,1.0
30,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,374.0,LORAIN COUNTY,Avon Lake,OH04703,AVON LAKE,"23,839",8,124,0.0,0.0,1,7,21,97,6,1.0
31,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,375.0,LORAIN COUNTY,Lorain,OH04705,LORAIN,"63,672",373,"2,019",2.0,30.0,87,254,590,"1,335",94,11.0
32,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,376.0,LORAIN COUNTY,Oberlin,OH04706,OBERLIN,"8,321",13,171,0.0,6.0,0,7,33,136,2,1.0
33,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,377.0,LORAIN COUNTY,North Ridgeville,OH04707,NORTH RIDGEVILLE,"33,586",17,140,1.0,7.0,2,7,47,89,4,0.0
34,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,378.0,LORAIN COUNTY,Sheffield Lake,OH04708,SHEFFIELD LAKE,"8,983",7,115,0.0,5.0,2,0,23,84,8,0.0
35,2,76953,44035,Elyria,OH,Cleveland-Elyria,LORAIN COUNTY,92,1301200,1220800,1133900,1081600,966400,917200,949000,943000,986100,1025700,1057600,1135700,379.0,LORAIN COUNTY,Grafton,OH04710,GRAFTON,"6,182",1,40,0.0,1.0,0,0,16,24,0,0.0
36,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,168.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
37,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,173.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"4,534",3,53,0.0,1.0,1,1,6,45,2,0.0
38,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,174.0,FRANKLIN COUNTY,Westerville,OH02510,WESTERVILLE,"8,531",9,205,0.0,3.0,3,3,17,184,4,0.0
39,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,185.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
40,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,193.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,936,3,26,0.0,1.0,1,1,3,22,1,0.0
41,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,197.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
42,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,201.0,FRANKLIN COUNTY,Bexley,OH02501,BEXLEY,"13,773",20,420,1.0,4.0,10,5,104,301,15,0.0
43,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,202.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"39,242",27,456,1.0,10.0,8,8,51,388,17,1.0
44,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,203.0,FRANKLIN COUNTY,Gahanna,OH02504,GAHANNA,"35,243",25,791,1.0,13.0,5,6,87,677,27,6.0
45,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,204.0,FRANKLIN COUNTY,Grandview Heights,OH02505,GRANDVIEW HEIGHTS,"7,831",0,43,0.0,0.0,0,0,5,37,1,0.0
46,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,205.0,FRANKLIN COUNTY,Grove City,OH02506,GROVE CITY,"40,421",47,"1,365",4.0,14.0,24,5,112,"1,197",56,0.0
47,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,206.0,FRANKLIN COUNTY,Hilliard,OH02507,HILLIARD,"36,144",17,404,0.0,6.0,2,9,75,293,36,2.0
48,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,207.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,"27,631",71,780,1.0,16.0,35,19,98,656,26,3.0
49,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,208.0,FRANKLIN COUNTY,Upper Arlington,OH02509,UPPER ARLINGTON,"35,214",12,512,0.0,3.0,6,3,88,417,7,2.0
50,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,209.0,FRANKLIN COUNTY,Westerville,OH02510,WESTERVILLE,"30,887",35,740,0.0,9.0,13,13,60,667,13,2.0
51,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,210.0,FRANKLIN COUNTY,Whitehall,OH02511,WHITEHALL,"18,835",125,"1,269",0.0,11.0,69,45,187,"1,001",81,12.0
52,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,211.0,FRANKLIN COUNTY,Worthington,OH02512,WORTHINGTON,"14,692",11,267,2.0,2.0,3,4,27,227,13,1.0
53,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,213.0,FRANKLIN COUNTY,Groveport,OH02516,GROVEPORT,"5,583",12,185,0.0,3.0,6,3,29,144,12,1.0
54,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,216.0,FRANKLIN COUNTY,New Albany,OH02521,NEW ALBANY,"10,670",4,91,0.0,2.0,0,2,6,81,4,0.0
55,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,358.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,"9,137",25,256,0.0,6.0,12,7,32,216,8,1.0
56,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,359.0,FRANKLIN COUNTY,New Albany,OH02521,NEW ALBANY,168,0,1,0.0,0.0,0,0,0,1,0,0.0
57,3,76511,43081,Westerville,OH,Columbus,FRANKLIN COUNTY,117,2227300,2195200,2153000,2107300,2014100,2032200,2101700,2195000,2323400,2524700,2726900,2927600,633.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"2,510",1,29,0.0,1.0,0,0,3,25,1,0.0
58,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,219.0,LAKE COUNTY,Madison,OH02535,MADISON TOWNSHIP,"18,661",19,187,0.0,2.0,5,12,51,129,7,0.0
59,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,340.0,LAKE COUNTY,Eastlake,OH04301,EASTLAKE,"18,056",14,330,1.0,2.0,5,6,38,282,10,1.0
60,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,343.0,LAKE COUNTY,Mentor,OH04306,MENTOR,"46,663",72,908,0.0,11.0,17,44,105,780,23,6.0
61,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,345.0,LAKE COUNTY,Painesville,OH04308,PAINESVILLE,"19,719",11,22,1.0,1.0,0,9,7,13,2,0.0
62,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,347.0,LAKE COUNTY,Wickliffe,OH04311,WICKLIFFE,"12,679",9,152,0.0,0.0,4,5,26,118,8,0.0
63,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,348.0,LAKE COUNTY,Willoughby,OH04312,WILLOUGHBY,"22,857",34,440,0.0,1.0,17,16,37,385,18,1.0
64,4,76971,44060,Mentor,OH,Cleveland-Elyria,LAKE COUNTY,134,2126100,2020200,1906100,1860900,1759300,1760800,1815000,1889700,1932700,2006500,2076200,2192200,349.0,LAKE COUNTY,Madison,OH04318,MADISON TOWNSHIP,"15,380",4,67,0.0,0.0,0,4,8,57,2,0.0
65,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,168.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
66,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,173.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"4,534",3,53,0.0,1.0,1,1,6,45,2,0.0
67,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,174.0,FRANKLIN COUNTY,Westerville,OH02510,WESTERVILLE,"8,531",9,205,0.0,3.0,3,3,17,184,4,0.0
68,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,185.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
69,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,193.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,936,3,26,0.0,1.0,1,1,3,22,1,0.0
70,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,197.0,FRANKLIN COUNTY,Columbus,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
71,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,201.0,FRANKLIN COUNTY,Bexley,OH02501,BEXLEY,"13,773",20,420,1.0,4.0,10,5,104,301,15,0.0
72,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,202.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"39,242",27,456,1.0,10.0,8,8,51,388,17,1.0
73,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,203.0,FRANKLIN COUNTY,Gahanna,OH02504,GAHANNA,"35,243",25,791,1.0,13.0,5,6,87,677,27,6.0
74,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,204.0,FRANKLIN COUNTY,Grandview Heights,OH02505,GRANDVIEW HEIGHTS,"7,831",0,43,0.0,0.0,0,0,5,37,1,0.0
75,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,205.0,FRANKLIN COUNTY,Grove City,OH02506,GROVE CITY,"40,421",47,"1,365",4.0,14.0,24,5,112,"1,197",56,0.0
76,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,206.0,FRANKLIN COUNTY,Hilliard,OH02507,HILLIARD,"36,144",17,404,0.0,6.0,2,9,75,293,36,2.0
77,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,207.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,"27,631",71,780,1.0,16.0,35,19,98,656,26,3.0
78,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,208.0,FRANKLIN COUNTY,Upper Arlington,OH02509,UPPER ARLINGTON,"35,214",12,512,0.0,3.0,6,3,88,417,7,2.0
79,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,209.0,FRANKLIN COUNTY,Westerville,OH02510,WESTERVILLE,"30,887",35,740,0.0,9.0,13,13,60,667,13,2.0
80,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,210.0,FRANKLIN COUNTY,Whitehall,OH02511,WHITEHALL,"18,835",125,"1,269",0.0,11.0,69,45,187,"1,001",81,12.0
81,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,211.0,FRANKLIN COUNTY,Worthington,OH02512,WORTHINGTON,"14,692",11,267,2.0,2.0,3,4,27,227,13,1.0
82,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,213.0,FRANKLIN COUNTY,Groveport,OH02516,GROVEPORT,"5,583",12,185,0.0,3.0,6,3,29,144,12,1.0
83,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,216.0,FRANKLIN COUNTY,New Albany,OH02521,NEW ALBANY,"10,670",4,91,0.0,2.0,0,2,6,81,4,0.0
84,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,358.0,FRANKLIN COUNTY,Reynoldsburg,OH02508,REYNOLDSBURG,"9,137",25,256,0.0,6.0,12,7,32,216,8,1.0
85,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,359.0,FRANKLIN COUNTY,New Albany,OH02521,NEW ALBANY,168,0,1,0.0,0.0,0,0,0,1,0,0.0
86,5,76534,43123,Grove City,OH,Columbus,FRANKLIN COUNTY,136,1745800,1687100,1641900,1616800,1541000,1500800,1554200,1612900,1719000,1851300,2008400,2153300,633.0,FRANKLIN COUNTY,Dublin,OH02503,DUBLIN,"2,510",1,29,0.0,1.0,0,0,3,25,1,0.0
