Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
176,77628,45371,Tipp City,OH,Dayton,Miami County,5057,1957800,1897100,1811500,1733400,1694500,1721900,1789600,1808100,1882900,1979600,2108700,2215000
177,76990,44087,Twinsburg,OH,Akron,Summit County,5090,2454200,2384400,2357000,2324900,2263900,2320100,2411700,2501400,2587100,2636300,2774100,2886600
178,77819,45801,Lima,OH,Lima,Allen County,5098,841500,810500,778400,775400,740800,716400,733700,742200,752700,770800,781300,785300
179,77425,45056,Oxford,OH,Cincinnati,Butler County,5109,2172200,2059300,1896600,1819400,1705700,1796200,1846300,1814900,1900200,1934900,2067400,2284800
180,76692,43452,Port Clinton,OH,Port Clinton,Ottawa County,5118,1619900,1529400,1467600,1469500,1425600,1447000,1483100,1484000,1507400,1559300,1626600,1637200
181,77518,45227,Cincinnati,OH,Cincinnati,Hamilton County,5140,1232800,1228400,1098000,1065300,1075000,1061800,1092700,1100700,1214400,1320100,1484100,1746000
182,76775,43616,Oregon,OH,Toledo,Lucas County,5151,1648400,1556800,1372600,1328900,1293900,1311000,1360200,1379400,1381700,1464600,1507100,1556500
183,77133,44320,Akron,OH,Akron,Summit County,5156,937700,817300,671100,581700,467800,346800,393200,445400,447500,397400,454700,540600
184,77680,45449,West Carrollton,OH,Dayton,Montgomery County,5205,1395400,1410600,1285900,1269700,1178400,1105600,1097800,1163000,1206900,1285900,1365100,1452000
185,76976,44067,Northfield,OH,Akron,Summit County,5206,2262400,2207700,2054700,2018700,1987900,1964400,1999000,2034000,2113800,2199500,2264400,2471500
186,76579,43211,Columbus,OH,Columbus,Franklin County,5217,0,0,0,0,0,0,0,346700,398600,406100,383000,499000
187,76966,44053,Lorain,OH,Cleveland-Elyria,Lorain County,5222,1633200,1483600,1381700,1360900,1299600,1265600,1219900,1231300,1304300,1400900,1467700,1530600
188,76936,44001,Amherst,OH,Cleveland-Elyria,Lorain County,5226,1815500,1737300,1645700,1607300,1513400,1479600,1550200,1605200,1627900,1719400,1730500,1827800
189,76941,44011,Avon,OH,Cleveland-Elyria,Lorain County,5243,2931200,2764400,2741500,2724900,2638700,2725700,2814700,3035900,3058700,3269000,3290000,3494300
190,77031,44131,Seven Hills,OH,Cleveland-Elyria,Cuyahoga County,5255,2132800,1988400,1961300,1901500,1793600,1803800,1887000,1927100,1958400,1997400,2132600,2253900
191,77064,44202,Aurora,OH,Akron,Portage County,5268,2593000,2459000,2437600,2466500,2364400,2390600,2496200,2629900,2726200,2744700,2969300,3117500
192,77215,44511,Youngstown,OH,Youngstown-Warren-Boardman,Mahoning County,5291,905900,866000,798600,783300,782900,697900,702900,702300,730400,738500,796300,850400
193,77696,45505,Springfield,OH,Springfield,Clark County,5309,819200,798600,778500,740100,700100,687800,691900,689700,638700,578000,605900,654700
194,77542,45251,Northgate,OH,Cincinnati,Hamilton County,5348,1472900,1348300,1222000,1190900,1162700,1119500,1114000,1124900,1211500,1287000,1400000,1475900
195,77536,45245,Cincinnati,OH,Cincinnati,Hamilton County,5400,1976200,1823900,1762700,1775200,1726700,1695100,1655300,1731200,1799800,1867400,2041600,2131000
196,77837,45822,Celina,OH,Celina,Mercer County,5403,1200900,1303000,1285500,1224300,1210600,1373000,1646800,1640100,1476300,1484500,1592500,1674400
197,76861,43812,Coshocton,OH,Coshocton,Coshocton County,5419,897100,893600,887300,879100,870400,841000,872300,876700,932100,934100,967000,1014900
198,77309,44709,Canton,OH,Canton-Massillon,Stark County,5424,1324500,1262900,1141500,1106800,1000200,1020500,1010000,1051800,1106900,1177200,1215400,1304200
199,77256,44641,Louisville,OH,Canton-Massillon,Stark County,5444,1502800,1436300,1365700,1328000,1275200,1271700,1314000,1367900,1437100,1487300,1513200,1612400
200,76598,43231,Columbus,OH,Columbus,Franklin County,5457,1658900,1605900,1530900,1504600,1402000,1317200,1420100,1475800,1570000,1667500,1831800,2021000
201,77023,44123,Euclid,OH,Cleveland-Elyria,Cuyahoga County,5471,1311300,1104300,871700,855300,742900,591200,608400,624400,634100,726200,835200,867200
202,77047,44147,Broadview Heights,OH,Cleveland-Elyria,Cuyahoga County,5502,2707000,2526300,2404100,2407300,2366700,2357100,2413000,2499800,2558600,2635100,2813300,3006400
203,76621,43311,Bellefontaine,OH,Bellefontaine,Logan County,5536,1191400,1223300,1180500,1156900,1115000,1111100,1171000,1219100,1219200,1259900,1350000,1417500
204,77408,45030,Harrison,OH,Cincinnati,Hamilton County,5567,1910800,1815700,1728900,1680800,1658000,1657400,1654000,1683600,1769200,1845900,1978100,2024600
205,76770,43611,Toledo,OH,Toledo,Lucas County,5575,1158700,1061500,930300,848600,763800,744400,781800,796300,839300,843200,911800,970700
206,77075,44223,Cuyahoga Falls,OH,Akron,Summit County,5644,1665500,1607500,1582200,1537100,1474300,1433200,1486300,1504200,1531400,1600800,1688100,1786400
207,76543,43138,Logan,OH,Columbus,Hocking County,5659,1266900,1215900,1200700,1150200,1125700,1061000,1129500,1130700,1198400,1239700,1308900,1480800
208,77128,44314,Akron,OH,Akron,Summit County,5660,0,0,0,266800,474600,432100,435300,476600,442300,399100,461400,554200
209,77048,44149,Strongsville,OH,Cleveland-Elyria,Cuyahoga County,5678,2302300,2185800,2081100,2083000,2031800,2031700,2096800,2139900,2163900,2213800,2380000,2567500
210,77510,45219,Cincinnati,OH,Cincinnati,Hamilton County,5688,1218900,1090000,986100,916500,916000,952800,956400,989500,1110400,1198900,1355100,1439900
211,76544,43140,London,OH,Columbus,Madison County,5702,1538800,1494200,1498300,1495800,1413000,1413000,1446000,1478400,1591300,1660800,1841600,1879600
212,77042,44142,Brook Park,OH,Cleveland-Elyria,Cuyahoga County,5728,1497100,1382600,1317200,1306700,1206500,1144800,1129500,1085200,1145500,1283600,1382000,1481500
213,76943,44017,Berea,OH,Cleveland-Elyria,Cuyahoga County,5733,1578700,1474200,1411900,1418400,1365700,1338400,1374000,1402000,1426900,1496600,1568000,1653100
214,77026,44126,Fairview Park,OH,Cleveland-Elyria,Cuyahoga County,5747,1716200,1588500,1576600,1604600,1502100,1531500,1571800,1616000,1647200,1716300,1893600,2064600
215,76915,43952,Steubenville,OH,Weirton-Steubenville,Jefferson County,5759,708900,667100,653300,651400,636200,607400,592400,662300,599900,626300,707600,822000
216,76970,44057,Madison,OH,Cleveland-Elyria,Lake County,5762,1700800,1659000,1549800,1498300,1405500,1419200,1410600,1465000,1417500,1449000,1525000,1631700
217,77392,44906,Mansfield,OH,Mansfield,Richland County,5770,1057000,968900,917300,855300,835700,817600,800300,805100,821900,823000,854600,947100
218,77343,44830,Fostoria,OH,Tiffin,Seneca County,5788,964500,900700,875500,876900,802400,770000,759600,755600,773400,833400,866800,893900
219,77139,44333,Fairlawn,OH,Akron,Summit County,5863,2832800,2690800,2617600,2541000,2396400,2425800,2451000,2553200,2594200,2746600,2960200,3106600
220,77261,44647,Massillon,OH,Canton-Massillon,Stark County,5869,1072600,1003700,957500,880800,847900,876000,841500,857600,912700,936600,1008600,1144000
221,77107,44278,Tallmadge,OH,Akron,Summit County,5888,1841400,1749200,1673800,1623600,1574500,1557600,1588800,1658200,1707900,1765200,1881400,1976300
222,76994,44092,Wickliffe,OH,Cleveland-Elyria,Lake County,5909,1666000,1552700,1448200,1418900,1340500,1271900,1267900,1292300,1260600,1341200,1395900,1439400
223,76968,44055,Lorain,OH,Cleveland-Elyria,Lorain County,5920,930300,804600,655400,604200,465500,466500,510900,492500,496100,593000,638500,663000
224,77665,45426,Trotwood,OH,Dayton,Montgomery County,5975,1226400,1092900,944600,863600,792600,743400,726400,715800,739800,785800,858400,911600
225,77086,44241,Streetsboro,OH,Akron,Portage County,5984,1659300,1622700,1572300,1542600,1520500,1535500,1585800,1598100,1650800,1730700,1841200,1957000
226,77153,44410,Cortland,OH,Youngstown-Warren-Boardman,Trumbull County,5992,1350700,1315500,1287100,1276800,1245400,1311500,1369200,1322100,1363400,1420200,1520000,1624200
227,77899,45895,Wapakoneta,OH,Wapakoneta,Auglaize County,6086,1298000,1157800,1145700,1113800,1091700,1050500,1096200,1148900,1212800,1288800,1386200,1463500
228,76992,44089,Vermilion,OH,Cleveland-Elyria,Lorain County,6109,1688100,1633800,1547000,1489200,1413100,1462300,1492900,1461700,1465500,1480500,1574400,1644200
229,77032,44132,Euclid,OH,Cleveland-Elyria,Cuyahoga County,6136,1339800,1141900,900400,900600,865600,680100,715500,780500,792600,800000,942700,939300
230,77660,45419,Oakwood,OH,Dayton,Montgomery County,6184,1835100,1736100,1691700,1673700,1586700,1579100,1584500,1624400,1738500,1845300,1918300,2037500
231,77511,45220,Cincinnati,OH,Cincinnati,Hamilton County,6186,2295100,2342900,2142000,2098400,2107000,2223100,2242200,2276700,2381500,2539200,2686600,2968100
232,77652,45410,Dayton,OH,Dayton,Montgomery County,6215,0,0,0,345600,560800,558800,574800,527300,466000,533900,625900,725800
233,77306,44706,Canton,OH,Canton-Massillon,Stark County,6231,1113400,1011800,946300,910100,848000,799200,818500,877800,892500,939400,1008800,1129000
234,77393,44907,Mansfield,OH,Mansfield,Richland County,6289,1130600,1031900,980300,908100,896900,881200,872700,882400,904500,931100,998800,1013500
235,76945,44022,Chagrin Falls,OH,Cleveland-Elyria,Geauga County,6290,4204700,3865600,3758400,3678600,3468600,3512100,3613200,3710000,3767900,3904300,4089700,4289900
236,76946,44023,Chagrin Falls,OH,Cleveland-Elyria,Geauga County,6298,3333400,3066100,2972100,3042500,2924600,2890700,2975400,3114600,3183900,3316300,3494400,3618500
237,77695,45504,Springfield,OH,Springfield,Clark County,6330,1361500,1289900,1254100,1204000,1156900,1148900,1176000,1189800,1223800,1268300,1345000,1467900
238,76726,43528,Holland,OH,Toledo,Lucas County,6406,2167900,2055300,1897500,1912900,1834700,1836300,1915500,1987500,2058700,2137800,2204100,2306100
239,77632,45377,Vandalia,OH,Dayton,Montgomery County,6427,1608100,1523300,1437600,1433400,1342900,1356600,1379200,1407400,1375700,1430400,1485600,1601100
240,77605,45344,New Carlisle,OH,Springfield,Clark County,6429,1205300,1154500,1123800,1072300,1027100,1006600,1023100,1039600,1026300,1028400,1145300,1256700
241,77500,45209,Cincinnati,OH,Cincinnati,Hamilton County,6441,2189200,2133500,2080300,2000600,1990800,2063300,2108600,2132200,2372900,2645600,2866200,3073700
242,77693,45502,Northridge,OH,Springfield,Clark County,6461,1765800,1688400,1651800,1592600,1553400,1537700,1586500,1630400,1731800,1818500,1908100,2017000
243,77161,44420,Girard,OH,Youngstown-Warren-Boardman,Trumbull County,6526,935200,887400,823000,790700,747800,724000,714800,705200,730700,755000,811800,883800
244,76709,43506,Bryan,OH,,Williams County,6538,1258800,1197000,1114200,1102800,1070000,1073300,1121800,1123800,1151200,1206000,1271500,1334800
245,77896,45891,Van Wert,OH,Van Wert,Van Wert County,6592,1060500,1009600,963400,999100,950000,916100,939700,896400,928800,1027500,1044000,1182200
246,77582,45320,Eaton,OH,,Preble County,6618,0,0,0,871800,1630100,1434600,1164400,1170200,1196500,1192300,1242600,1428500
247,77537,45246,Springdale,OH,Cincinnati,Hamilton County,6623,1490000,1418800,1311300,1295900,1282900,1253300,1249200,1260100,1338100,1384800,1457000,1555100
248,77821,45804,Lima,OH,Lima,Allen County,6661,432900,404800,384000,372300,347800,335400,319800,321500,316300,305700,296200,300400
249,77497,45206,Cincinnati,OH,Cincinnati,Hamilton County,6681,1261500,1215800,1102600,1001300,1024100,1028900,1028100,1037300,1201500,1400100,1560300,1736500
250,77165,44425,Hubbard,OH,Youngstown-Warren-Boardman,Trumbull County,6687,975200,933900,894100,885800,858700,873200,859800,881300,889300,905900,941300,1048000
251,76950,44030,Conneaut,OH,Ashtabula,Ashtabula County,6745,974700,947400,909400,903200,835700,816800,838900,854600,822100,844400,868100,914000
252,77520,45229,Cincinnati,OH,Cincinnati,Hamilton County,6758,1682400,1523800,1419500,1412300,1346200,1354800,1383800,1387500,1444800,1544800,1757900,1840100
253,76957,44041,Geneva,OH,Ashtabula,Ashtabula County,6763,1255900,1231300,1178300,1187600,1121200,1122100,1151600,1176600,1131500,1179100,1219500,1280800
254,77040,44140,Bay Village,OH,Cleveland-Elyria,Cuyahoga County,6788,2340800,2216500,2169400,2255000,2125100,2192400,2302300,2371100,2404500,2567300,2854300,3007300
255,76913,43950,Saint Clairsville,OH,Wheeling,Belmont County,6836,1289800,1306300,1344100,1340000,1406000,1403700,1541900,1575400,1627600,1655100,1755700,1819200
256,77134,44321,Copley,OH,Akron,Summit County,6858,2302500,2368700,2245500,2183300,2178300,2159800,2120500,2322400,2279700,2467500,2638200,2723600
257,77514,45223,Cincinnati,OH,Cincinnati,Hamilton County,6879,1000800,917200,799400,777600,758800,740800,746000,761600,873300,1064500,1265000,1533600
258,77115,44301,Akron,OH,Akron,Summit County,6882,978500,894200,760500,702800,609500,698800,649800,635600,606300,612600,633200,773100
259,77390,44904,Lexington,OH,Mansfield,Richland County,6899,1591200,1467900,1389900,1328800,1299800,1295500,1293800,1342300,1420900,1495400,1551300,1703500
260,77348,44839,Huron,OH,Sandusky,Erie County,6912,1858900,1775200,1709700,1651600,1606100,1629600,1665700,1718900,1722500,1769500,1859300,1960600
261,77534,45243,Madeira,OH,Cincinnati,Hamilton County,7049,3584100,3568900,3328200,3292000,3284200,3443600,3509100,3554100,3923000,4348400,4760300,5011400
262,76535,43125,Groveport,OH,Columbus,Franklin County,7057,1723200,1631500,1557000,1524300,1440300,1441000,1445900,1463600,1610000,1670700,1847600,2043200
263,77540,45249,Montgomery,OH,Cincinnati,Hamilton County,7138,3826300,3564900,3392600,3328000,3353700,3527400,3568900,3620200,3928500,4137900,4399000,4551500
264,77524,45233,Cincinnati,OH,Cincinnati,Hamilton County,7159,2440200,2319700,2149500,2079300,2117800,2096700,2058700,2043800,2118600,2233400,2414500,2518800
265,77377,44875,Shelby,OH,Mansfield,Richland County,7180,1151700,1060600,1005300,944700,930300,921200,924600,947500,986500,1014900,997500,1114600
266,77019,44119,Cleveland,OH,Cleveland-Elyria,Cuyahoga County,7203,1204200,1078500,857900,816800,682700,576500,568900,643300,648300,703400,803400,819900
267,77041,44141,Brecksville,OH,Cleveland-Elyria,Cuyahoga County,7207,2921600,2783300,2704900,2632100,2599000,2620400,2683400,2770800,2862000,2975000,3183000,3342700
268,77314,44718,Canton,OH,Canton-Massillon,Stark County,7221,2444100,2240400,2141700,2085000,2066800,2021100,2119600,2188400,2263900,2427000,2487200,2654500
269,77504,45213,Cincinnati,OH,Cincinnati,Hamilton County,7278,1593500,1577700,1485400,1439000,1413700,1436900,1455800,1476700,1568300,1711400,1920900,2118500
270,77396,45002,Cleves,OH,Cincinnati,Hamilton County,7369,2484900,2332500,2155900,2093500,2056800,2099200,2130800,2112000,2250800,2266200,2432100,2590100
271,76497,43064,Plain City,OH,Columbus,Union County,7394,2356700,2267100,2243300,2274500,2154600,2195600,2232500,2319000,2557300,2912300,3074600,3331600
272,77890,45885,Saint Marys,OH,Wapakoneta,Auglaize County,7444,973900,1026400,1021400,1001400,986000,962200,1018900,1059100,1103600,1163500,1239000,1320800
273,77017,44117,Euclid,OH,Cleveland-Elyria,Cuyahoga County,7465,1400200,1251000,1087900,1078000,943600,838800,795800,800000,856800,914600,1008200,1047600
274,77316,44721,Canton,OH,Canton-Massillon,Stark County,7469,1707100,1631300,1532300,1536800,1509900,1545400,1619800,1690900,1748700,1802900,1901100,2000900
275,77656,45415,Clayton,OH,Dayton,Montgomery County,7477,1577400,1486200,1368100,1319000,1190100,1143400,1177700,1126900,1194700,1289500,1375300,1475800
276,76752,43558,Swanton,OH,Toledo,Fulton County,7490,1642600,1558200,1493700,1453700,1409200,1401100,1441300,1512800,1518100,1620200,1722100,1846800
277,77277,44667,Orrville,OH,Wooster,Wayne County,7513,1383000,1327900,1307000,1244000,1229600,1255400,1304200,1338400,1382800,1456400,1508000,1559000
278,77432,45067,Trenton,OH,Cincinnati,Butler County,7514,1589000,1483500,1416800,1400700,1339600,1352500,1378600,1412300,1465900,1556700,1641200,1764200
279,76916,43953,Wintersville,OH,Weirton-Steubenville,Jefferson County,7515,0,0,0,0,0,0,0,0,1161000,1080200,1128500,1176600
280,77096,44260,Mogadore,OH,Akron,Portage County,7518,1677300,1617200,1563900,1520600,1486600,1468500,1482600,1492400,1506900,1584200,1661900,1750800
281,77761,45694,Wheelersburg,OH,Portsmouth,Scioto County,7534,0,0,0,571500,1005600,1036700,1154000,1132000,1106600,1150400,1221500,1295800
282,76756,43567,Wauseon,OH,Toledo,Fulton County,7579,1364200,1303200,1256800,1244200,1218100,1233300,1281900,1361500,1408100,1492600,1557700,1610500
283,77232,44614,Canal Fulton,OH,Canton-Massillon,Stark County,7597,1677900,1613300,1503900,1464100,1367900,1398400,1455800,1508300,1544200,1598200,1728400,1848200
284,77329,44811,Bellevue,OH,Fremont,Sandusky County,7617,956300,970000,1149500,1140300,1091600,1058000,1090000,1074800,1036100,1058800,1116500,1196100
285,76967,44054,Sheffield Lake,OH,Cleveland-Elyria,Lorain County,7666,1411700,1331900,1217900,1221100,1144900,1072900,1155600,1131000,1164700,1256000,1371600,1459400
286,76476,43031,Johnstown,OH,Columbus,Licking County,7686,2084900,1982700,1904000,1920800,1883600,1882600,2288300,3371300,3382600,2623800,2561400,2849500
287,77572,45309,Brookville,OH,Dayton,Montgomery County,7712,1564000,1487400,1388200,1398500,1267300,1254000,1218800,1227700,1356600,1394600,1566600,1666200
288,77391,44905,Mansfield,OH,Mansfield,Richland County,7759,967300,889400,845200,788800,783900,763600,752000,764200,778600,788600,811500,942800
289,77824,45807,Elida,OH,Lima,Allen County,7771,1467800,1420600,1383800,1374500,1330900,1331000,1382800,1423900,1472200,1552700,1625000,1677700
290,77676,45439,Moraine,OH,Dayton,Montgomery County,7798,1116900,1101300,1042300,1007100,881000,821900,857800,856300,861500,900700,1005900,1071800
291,77772,45714,Belpre,OH,Marietta,Washington County,7822,1079000,1094200,1050100,1071300,1047400,1058300,1140000,1159000,1237600,1258300,1287500,1421600
292,77404,45015,Hamilton,OH,Cincinnati,Butler County,7830,1135000,1119800,1029300,980700,841800,765300,797300,819800,843300,922600,1015600,1072000
293,76682,43440,Marblehead,OH,Port Clinton,Ottawa County,7840,1937300,1831700,1774000,1809700,1776500,1843100,1959700,2010000,2050700,2139300,2236500,2292400
294,76969,44056,Macedonia,OH,Akron,Summit County,7868,2235600,2082100,2038400,2026400,1962500,2005600,2053200,2102900,2178700,2259600,2370600,2547600
295,77471,45152,Morrow,OH,Cincinnati,Warren County,7959,2123600,2079500,1991500,1921400,1848200,1875600,1919000,1962600,2058400,2177200,2385700,2516700
296,77443,45106,Bethel,OH,Cincinnati,Clermont County,7970,1389200,1299800,1139700,1157000,1116500,1073200,1031500,1216500,1258400,1322800,1454500,1550200
297,76469,43023,Granville,OH,Columbus,Licking County,7975,2801300,2687900,2632800,2664600,2567900,2579700,3200200,4758200,4953400,3871600,3575300,3782900
298,77726,45648,Lucasville,OH,Portsmouth,Scioto County,7980,0,0,0,479000,837400,880500,977100,979300,967900,992200,1054300,1090700
299,77233,44615,Carrollton,OH,Canton-Massillon,Carroll County,7994,965400,925700,910200,939100,895100,883800,911100,978300,973200,985500,1065500,1166100
300,77823,45806,Fort Shawnee,OH,Lima,Allen County,8056,1299300,1259400,1211900,1210600,1155400,1151200,1172500,1203300,1265100,1347600,1403400,1457600
301,77192,44471,Struthers,OH,Youngstown-Warren-Boardman,Mahoning County,8074,815400,714800,648600,666700,689500,630800,563300,568600,587900,620300,653100,701600
302,76958,44044,Grafton,OH,Cleveland-Elyria,Lorain County,8100,1811200,1696900,1617300,1602800,1500100,1577900,1609100,1571200,1652000,1749200,1850400,1936800
303,76993,44090,Wellington,OH,Cleveland-Elyria,Lorain County,8107,1714400,1694400,1613800,1579500,1416700,1525800,1555600,1493400,1623100,1682700,1774200,1939300
304,77152,44408,Columbiana,OH,Salem,Columbiana County,8139,1346900,1295100,1281400,1247700,1175900,1235600,1263500,1336200,1393300,1437900,1561200,1626700
305,77171,44432,Lisbon,OH,Salem,Columbiana County,8149,910700,887700,879300,841100,785300,811900,804200,827100,842300,832000,893500,980300
306,76521,43103,Ashville,OH,Columbus,Pickaway County,8161,1757400,1725400,1640900,1629600,1587900,1584000,1653100,1716000,1770300,1894900,2026400,2134400
307,76973,44062,Middlefield,OH,Cleveland-Elyria,Geauga County,8232,1654100,1515300,1474800,1529600,1489000,1475400,1556400,1619700,1629900,1685800,1785200,1897500
308,76467,43021,Galena,OH,Columbus,Delaware County,8245,3828400,3839800,3794200,3676600,3530700,3504100,3624900,3780400,3959800,4237300,4565100,4807300
309,77568,45305,Bellbrook,OH,Dayton,Greene County,8289,2193900,2109400,2058400,2079900,1973900,1982600,2027300,2040500,2115800,2277400,2393900,2606400
310,77180,44444,Newton Falls,OH,Youngstown-Warren-Boardman,Trumbull County,8294,1053700,1014900,992300,981300,912600,833800,837700,880100,904300,878500,920900,1021000
311,77194,44481,Lordstown,OH,Youngstown-Warren-Boardman,Trumbull County,8320,1229000,1198800,1162400,1175900,1154000,1171100,1239600,1290800,1275800,1320900,1412300,1475700
312,76948,44026,Chesterland,OH,Cleveland-Elyria,Geauga County,8329,2712500,2486600,2416400,2479700,2339300,2268800,2287100,2354600,2361300,2439700,2599200,2758300
313,77433,45068,Waynesville,OH,Cincinnati,Warren County,8330,2148700,2089500,2044500,2022800,2001800,2056600,1996400,2040900,2282000,2331600,2497900,2732400
314,77844,45833,Delphos,OH,Lima,Allen County,8363,1025100,1006500,970200,982500,956700,980100,977000,1003500,1063800,1141000,1183200,1228800
315,77881,45875,Ottawa,OH,,Putnam County,8428,1434500,1515200,1561400,1505000,1570700,1644800,1636900,1564900,1664800,1727000,1800700,1900800
316,77269,44657,Minerva,OH,Canton-Massillon,Stark County,8449,1064700,997100,930200,894600,839900,874200,914200,906500,975900,1052900,1129300,1211700
317,76666,43410,Clyde,OH,Fremont,Sandusky County,8453,891100,923900,1097600,1103200,1074600,1057800,1077700,1102100,1147200,1200700,1276000,1398900
318,77455,45122,Goshen,OH,Cincinnati,Clermont County,8454,1476300,1384600,1307300,1298500,1263900,1280100,1317500,1368600,1394600,1437200,1622300,1704900
319,77419,45050,Monroe,OH,Cincinnati,Butler County,8460,1969500,1864700,1770500,1766400,1707600,1719400,1776700,1859400,1918100,2035700,2156400,2284700
320,76981,44074,Oberlin,OH,Cleveland-Elyria,Lorain County,8484,1703800,1652800,1575700,1522400,1426600,1436200,1470200,1449100,1493000,1587100,1686300,1802300
321,77313,44714,Canton,OH,Canton-Massillon,Stark County,8537,1081000,1013200,913300,860200,797100,721400,728300,802800,843200,837500,908700,996600
322,77307,44707,Canton,OH,Canton-Massillon,Stark County,8599,767900,662800,575100,512300,440600,392900,431700,433600,492000,523900,568100,651400
323,77248,44632,Hartville,OH,Canton-Massillon,Stark County,8655,1765500,1701600,1625400,1532500,1539100,1568000,1598200,1676100,1719700,1803800,1916000,2015000
324,77310,44710,Canton,OH,Canton-Massillon,Stark County,8700,911700,826800,698500,685100,596200,566100,526200,562600,564200,574600,594900,715500
325,77651,45409,Kettering,OH,Dayton,Montgomery County,8709,1696500,1643600,1552300,1510900,1421200,1372600,1477000,1587300,1552500,1590500,1652900,1751700
326,77273,44662,Navarre,OH,Canton-Massillon,Stark County,8769,1306500,1259500,1117500,1109300,1066800,1016700,1107000,1132700,1245700,1281100,1357800,1479900
327,77444,45107,Blanchester,OH,Wilmington,Clinton County,8778,1791600,1760600,1669500,1411500,1283400,1305700,1379900,1334700,1359100,1445500,1498300,1615500
328,76507,43076,Thornville,OH,Columbus,Perry County,8783,1603300,1470600,1449000,1440000,1437700,1453700,1620500,1724900,1811500,1797700,1793400,2046700
329,77473,45154,Mount Orab,OH,Cincinnati,Brown County,8785,1428600,1376400,1285600,1300200,1171800,1175700,1222400,1345700,1746400,1477200,1548100,1579000
330,76689,43449,Oak Harbor,OH,Port Clinton,Ottawa County,8801,1422200,1340100,1270100,1276900,1231300,1250700,1246900,1250700,1292400,1304800,1349100,1429800
331,76961,44047,Jefferson,OH,Ashtabula,Ashtabula County,8847,1295000,1258500,1203700,1226000,1204500,1242400,1271900,1276300,1258200,1299100,1355100,1419900
332,77476,45157,New Richmond,OH,Cincinnati,Clermont County,8888,1757900,1652800,1549500,1517100,1423800,1435100,1424600,1518200,1598300,1654900,1777900,1888200
333,77589,45327,Germantown,OH,Dayton,Montgomery County,8892,1562500,1532200,1392800,1346100,1252700,1274600,1325200,1335200,1370600,1452400,1570100,1633300
334,77454,45121,Georgetown,OH,Cincinnati,Brown County,8926,1213600,1152600,1074900,1090100,974400,979100,1011700,1097500,1456700,1261200,1309800,1343500
335,77490,45176,Williamsburg,OH,Cincinnati,Clermont County,8933,1388300,1334100,1309900,1305800,1210700,1102200,1194200,1322300,1360100,1479100,1561100,1610200
336,76900,43935,Martins Ferry,OH,Wheeling,Belmont County,8940,609800,601500,580800,555800,557200,559500,598000,597700,613300,624500,662000,712900
337,77071,44216,New Franklin,OH,Akron,Summit County,9001,1689700,1596600,1481900,1490900,1412400,1384700,1448000,1503000,1517700,1581900,1706200,1879800
338,77117,44303,Akron,OH,Akron,Summit County,9017,1740500,1657800,1540600,1519400,1450400,1475400,1508400,1518100,1525700,1636700,1730300,1906700
339,77797,45764,Nelsonville,OH,Athens,Athens County,9117,793400,782900,780000,770700,769200,746300,723800,730500,752100,770900,813900,847000
340,76466,43019,Fredericktown,OH,Mount Vernon,Knox County,9123,1101100,1104400,1134400,1113000,1018100,942700,956800,1025100,1276300,1389600,1544800,1614300
341,77456,45123,Greenfield,OH,,Highland County,9165,907300,859400,808200,769000,745200,741800,747700,763100,791300,764800,739000,771500
342,77101,44270,Rittman,OH,Wooster,Wayne County,9229,1273100,1257100,1229500,1163400,1128600,1143800,1171800,1176400,1161400,1172700,1227500,1352800
343,76949,44028,Grafton,OH,Cleveland-Elyria,Lorain County,9231,0,0,0,0,0,0,1761200,1951800,2029700,2092400,2204900,2462900
344,76473,43028,Howard,OH,Mount Vernon,Knox County,9292,1185100,1180700,1133800,1116300,1081700,1024100,1056700,1134500,1469500,1612200,1762700,1822000
345,76549,43146,Orient,OH,Columbus,Pickaway County,9315,2024500,2040100,1961300,1962600,1871500,1806500,1817200,1887600,1980500,2139500,2341200,2538300
346,77077,44230,Doylestown,OH,Wooster,Wayne County,9325,1703100,1657900,1632300,1552400,1511800,1524900,1557300,1579600,1594200,1675200,1748700,1820200
347,76739,43543,Montpelier,OH,,Williams County,9378,949100,896700,829400,816200,780400,777200,801500,805200,826600,845900,893800,941000
348,77078,44231,Garrettsville,OH,Akron,Portage County,9402,1691700,1586800,1565800,1538300,1511800,1513100,1566500,1575400,1635900,1687000,1798100,1863400
349,76522,43105,Baltimore,OH,Columbus,Fairfield County,9434,1956200,1824100,1760200,1725300,1710400,1695800,1741900,1835700,1926700,1962100,2138800,2377200
350,76837,43764,New Lexington,OH,Columbus,Perry County,9484,979300,904200,893800,871600,837400,840100,873500,862300,885400,965100,999200,1051400
351,76713,43515,Delta,OH,Toledo,Fulton County,9506,1447400,1375500,1326800,1292200,1229100,1228900,1257500,1312400,1326900,1407600,1462700,1523400
352,76755,43566,Waterville,OH,Toledo,Lucas County,9558,2175800,1979000,1868600,1878900,1890300,1791500,1884300,1941600,2038200,2176000,2255300,2429900
353,76799,43713,Barnesville,OH,Wheeling,Belmont County,9559,762800,767100,754500,735100,754900,754700,829600,882300,919400,937000,973000,1021400
354,77330,44813,Bellville,OH,Mansfield,Richland County,9582,1262900,1175200,1150800,1119300,1114400,1121100,1131400,1206800,1298500,1406600,1518100,1713500
