Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
355,77669,45430,Beavercreek,OH,Dayton,Greene County,9587,1916700,1897700,1842100,1914400,1844200,1806200,1803500,1834600,1903200,1969400,2022900,2203900
356,77093,44255,Mantua,OH,Akron,Portage County,9589,1937000,1875100,1858200,1805400,1749500,1721900,1738200,1740100,1802000,1896600,1972300,2131400
357,77517,45226,Cincinnati,OH,Cincinnati,Hamilton County,9649,2906000,2843900,2726800,2655200,2642200,2731900,2778900,2811000,3087600,3365000,3584200,3694600
358,76603,43240,Columbus,OH,Columbus,Franklin County,9661,2406000,2348200,2327600,2374600,2297800,2229500,2333200,2442600,2533100,2704200,2969300,3202700
359,77080,44233,Hinckley,OH,Cleveland-Elyria,Medina County,9691,3030000,3044400,2960500,2808900,2771300,2784700,2879600,3069500,3136800,3113200,3369900,3638900
360,77156,44413,East Palestine,OH,Salem,Columbiana County,9698,914000,884800,869300,828200,761900,791300,796400,854200,881800,879700,917500,916800
361,76922,43968,Wellsville,OH,Salem,Columbiana County,9751,637000,619800,614300,598800,561800,583500,577300,582900,564400,614600,632300,640700
362,77637,45383,West Milton,OH,Dayton,Miami County,9779,1404400,1353100,1289800,1238700,1219100,1222000,1160100,1148200,1192500,1218000,1361800,1459700
363,77508,45217,Saint Bernard,OH,Cincinnati,Hamilton County,9784,1235900,1166400,966900,927500,886800,884000,885300,890800,928000,1003000,1029300,1260900
364,77567,45304,Arcanum,OH,Greenville,Darke County,9785,1460300,1355200,1314200,1277800,1428200,1780000,1784500,1757500,1856600,1500200,1540700,1551300
365,76778,43619,Northwood,OH,Toledo,Wood County,9806,0,0,0,0,0,0,0,555000,1139000,1180400,1160500,1179900
366,76759,43571,Whitehouse,OH,Toledo,Lucas County,9816,2211400,2082000,1965700,1887300,1844100,1909300,1941900,2031600,2279500,2366400,2415500,2746100
367,77113,44287,West Salem,OH,Wooster,Wayne County,9870,1340500,1279700,1254000,1214300,1166600,1173800,1213500,1252800,1298800,1370000,1441000,1538200
368,76776,43617,Toledo,OH,Toledo,Lucas County,9873,2382400,2250300,2063500,2085800,2026400,2109200,2066000,2164800,2309600,2351700,2497700,2608600
369,76706,43502,Archbold,OH,Toledo,Fulton County,9888,1419900,1371600,1309800,1278400,1232000,1248700,1299100,1399900,1444000,1532700,1624400,1710000
370,77523,45232,Cincinnati,OH,Cincinnati,Hamilton County,9930,952300,889300,788600,721900,671700,657500,661200,675000,710100,728700,765200,899500
371,76563,43162,West Jefferson,OH,Columbus,Madison County,9965,1483200,1439300,1424200,1414000,1337900,1322500,1332000,1357600,1457900,1531000,1713800,1736600
372,76459,43011,Centerburg,OH,Mount Vernon,Knox County,9996,1581400,1594800,1518900,1521800,1423800,1371900,1432300,1583500,2047800,2224700,2410400,2584300
373,76696,43460,Rossford,OH,Toledo,Wood County,10065,1530100,1455800,1416000,1408600,1373400,1386700,1297400,1373100,1397400,1369900,1432500,1426400
374,77596,45335,Jamestown,OH,Dayton,Greene County,10088,1430500,1446300,1419900,1363800,1314800,1307900,1292500,1412700,1443800,1456600,1535700,1656000
375,77103,44273,Seville,OH,Cleveland-Elyria,Medina County,10093,1871600,1850200,1788500,1731100,1697400,1702200,1750700,1794500,1871500,1908500,2085100,2209700
376,76985,44081,Perry,OH,Cleveland-Elyria,Lake County,10190,2047700,2005600,1900100,1868900,1696900,1743900,1807200,1803900,1845700,1965700,2035400,2116100
377,77487,45171,Sardinia,OH,Cincinnati,Brown County,10252,1198800,1203500,1172100,1215400,1151600,1165400,1219500,1356300,1752200,1471600,1532900,1565300
378,76700,43465,Walbridge,OH,Toledo,Wood County,10259,1346200,1281400,1258900,1256800,1215800,1213500,1103200,1209300,1232200,1237300,1298900,1372900
379,77606,45345,New Lebanon,OH,Dayton,Montgomery County,10264,1098100,1038900,952700,960000,931100,864900,915500,876300,855800,889900,947600,1000800
380,77640,45387,Yellow Springs,OH,Dayton,Greene County,10300,2148300,1991500,1997900,1990000,1927200,1995400,2027500,2129000,2161800,2235100,2337300,2673000
381,77884,45879,Paulding,OH,,Paulding County,10301,0,0,0,129800,254400,248200,215600,244000,229700,235700,236300,318200
382,77063,44201,Atwater,OH,Akron,Portage County,10351,1627900,1602900,1589900,1549300,1507100,1495000,1513800,1557100,1613000,1778400,1836100,1941300
383,76636,43331,Lakeview,OH,Bellefontaine,Logan County,10370,805600,841100,808600,787900,762600,768100,828900,876600,857500,892400,953600,1035600
384,76470,43025,Hebron,OH,Columbus,Licking County,10385,1674200,1640900,1578100,1569000,1517800,1523900,1804700,2640300,2743800,2082900,1931400,2061700
385,76964,44050,Lagrange,OH,Cleveland-Elyria,Lorain County,10391,1832400,1748300,1643600,1580800,1476500,1530300,1661900,1602700,1644400,1696000,1785900,1913600
386,77235,44618,Dalton,OH,Wooster,Wayne County,10392,1593400,1531100,1475200,1440500,1402700,1453800,1517700,1563900,1671900,1752500,1842900,1936000
387,76866,43830,Nashport,OH,Zanesville,Muskingum County,10394,1639400,1565800,1506000,1505100,1462700,1465100,1475300,1555000,1664300,1706300,1755500,1892000
388,77317,44730,East Canton,OH,Canton-Massillon,Stark County,10425,1204100,1084200,940800,923200,902100,858600,934500,959200,1070900,1148900,1223500,1269700
389,77351,44842,Loudonville,OH,Ashland,Ashland County,10452,1102200,1055300,1055300,1039800,995500,996800,1009800,1047200,1080400,1146400,1211400,1323500
390,77768,45710,Albany,OH,Athens,Athens County,10460,1416100,1373400,1342000,1350800,1318400,1330700,1339200,1380300,1407400,1441800,1529400,1570600
391,77112,44286,Richfield,OH,Akron,Summit County,10493,2924000,2891600,2896100,2791900,2653600,2616500,2578000,2796600,2834400,3029300,3318500,3376800
392,77840,45828,Coldwater,OH,Celina,Mercer County,10530,1153400,1257400,1227100,1159100,1167300,1422700,1718500,1680800,1534800,1604600,1712900,1809400
393,77833,45817,Bluffton,OH,Lima,Allen County,10567,1451000,1421900,1376300,1384100,1336600,1327600,1374600,1430300,1515500,1599200,1698600,1796700
394,76546,43143,Mount Sterling,OH,Columbus,Madison County,10614,1228100,1187600,1172400,1163000,1075900,1054500,1086300,1090600,1171900,1238500,1435600,1512900
395,76724,43526,Hicksville,OH,Defiance,Defiance County,10615,0,0,0,525900,920900,938100,967300,935300,986300,1046400,1065100,1134900
396,77574,45311,Camden,OH,,Preble County,10624,0,0,0,782600,1454900,1271200,1026100,1026900,1046200,1019800,1050800,1237100
397,76944,44021,Burton,OH,Cleveland-Elyria,Geauga County,10638,1867100,1706000,1646100,1674800,1615100,1561700,1566400,1623000,1637400,1692600,1788400,1884600
398,77585,45323,Enon,OH,Springfield,Clark County,10708,1494700,1453100,1421000,1362000,1319600,1301000,1324400,1352400,1348400,1366000,1466400,1576400
399,77224,44606,Apple Creek,OH,Wooster,Wayne County,10759,1422900,1314900,1332900,1324700,1361500,1426700,1496300,1554800,1664000,1807500,1894000,1985800
400,77102,44272,Rootstown,OH,Akron,Portage County,10765,1619400,1588500,1564400,1531200,1508500,1516600,1527200,1543300,1612000,1755500,1858800,1942900
401,76807,43723,Byesville,OH,Cambridge,Guernsey County,10808,868300,833000,829500,804300,796900,784500,814500,865200,879700,884700,924300,971900
402,77841,45830,Columbus Grove,OH,,Putnam County,10855,1231200,1271200,1315700,1253200,1305100,1346100,1408700,1346800,1419700,1469900,1489500,1623600
403,77635,45381,West Alexandria,OH,,Preble County,10866,0,0,0,918300,1698600,1483700,1193500,1190700,1220100,1224000,1271200,1427300
404,76648,43344,Richwood,OH,Columbus,Union County,10906,1083700,1063700,1047200,1066000,1023600,1030000,1071400,1008900,1062400,1178300,1286400,1461300
405,77580,45318,Covington,OH,Dayton,Miami County,10928,1268200,1228600,1153200,1112700,1104000,1111500,1128800,1143700,1154100,1187500,1275300,1411400
406,77097,44262,Munroe Falls,OH,Akron,Summit County,10954,1821600,1767000,1719300,1701600,1649500,1572500,1593400,1667300,1737200,1782400,1862300,1972700
407,77092,44254,Lodi,OH,Cleveland-Elyria,Medina County,11019,1536500,1479100,1369800,1367100,1218800,1273200,1268500,1296700,1446800,1451400,1566400,1675200
408,77711,45628,Frankfort,OH,Chillicothe,Ross County,11021,1116600,1077900,1061300,1057600,1043700,1037500,1014300,1027100,1112200,1168500,1187900,1327400
409,77108,44280,Valley City,OH,Cleveland-Elyria,Medina County,11054,2303100,2355800,2422300,2303200,2234700,2321700,2367600,2418900,2550900,2643500,2785900,3091700
410,76937,44003,Andover,OH,Ashtabula,Ashtabula County,11113,939700,912400,883700,885600,830000,829400,861100,872200,850700,873100,924900,1004200
411,76813,43731,Crooksville,OH,Columbus,Perry County,11152,769000,706500,692200,680800,670900,660000,663800,645200,653100,697400,715000,748700
412,77599,45338,Lewisburg,OH,,Preble County,11153,0,0,0,947700,1773600,1546800,1251700,1259800,1295800,1286500,1337000,1503900
413,77699,45612,Bainbridge,OH,Chillicothe,Ross County,11154,933300,909900,887800,872900,900600,852300,831300,869700,906000,930500,944900,1006500
414,77634,45380,Versailles,OH,Greenville,Darke County,11187,0,0,0,0,0,974900,2003100,2056800,2201300,1816100,1967700,1969700
415,77258,44644,Malvern,OH,Canton-Massillon,Carroll County,11196,1434500,1429100,1446100,1497400,1430000,1419500,1463000,1567500,1557800,1562500,1691900,1792700
416,77783,45732,Glouster,OH,Athens,Athens County,11212,733300,690100,643700,609100,597000,559300,541000,527900,529300,524300,529000,573200
417,77871,45865,Minster,OH,Wapakoneta,Auglaize County,11279,0,925900,1857700,1774200,1732500,1679900,1752000,1809500,1893100,1975900,2105300,2252800
418,76874,43845,West Lafayette,OH,Coshocton,Coshocton County,11290,877700,869900,871000,878900,877300,850700,906800,932200,1008500,1038700,1084800,1130100
419,77577,45315,Clayton,OH,Dayton,Montgomery County,11337,1844900,1781200,1628800,1592900,1543000,1541400,1535500,1560100,1578800,1658100,1770000,1875500
420,77238,44621,Dennison,OH,New Philadelphia-Dover,Tuscarawas County,11359,752800,759400,763100,750600,733700,768200,793800,785300,783000,828400,844800,908500
421,77543,45252,Harrison,OH,Cincinnati,Hamilton County,11371,2800700,2643000,2468200,2390500,2411300,2349000,2332800,2347900,2514400,2608900,2739800,2874300
422,77625,45368,South Charleston,OH,Springfield,Clark County,11372,1359000,1293000,1276500,1234500,1200200,1184400,1219800,1262000,1276000,1381400,1527300,1570700
423,77486,45169,Sabina,OH,Wilmington,Clinton County,11405,1423300,1385900,1312100,1107300,1032300,1006000,1047000,1048500,1143400,1199000,1232000,1291500
424,76657,43357,West Liberty,OH,Bellefontaine,Logan County,11432,1429600,1486000,1428800,1418800,1390700,1394600,1460200,1516700,1536700,1601600,1708800,1763700
425,76836,43762,New Concord,OH,Zanesville,Muskingum County,11482,1340800,1303400,1311200,1337900,1310400,1315000,1327200,1342100,1439400,1515100,1568600,1698200
426,77283,44676,Shreve,OH,Wooster,Wayne County,11501,1181000,1167900,1143800,1100600,1091600,1106200,1148000,1193000,1228300,1363300,1395600,1389800
427,76982,44076,Orwell,OH,Ashtabula,Ashtabula County,11505,1260800,1231500,1180900,1205700,1128500,1148900,1201900,1159100,1104500,1103300,1183200,1301200
428,76979,44072,Novelty,OH,Cleveland-Elyria,Geauga County,11507,3210000,2938400,2832500,2870900,2744900,2665600,2670700,2732700,2724400,2806600,2918700,3046400
429,76672,43430,Genoa,OH,Port Clinton,Ottawa County,11550,1389300,1299400,1263100,1269000,1224100,1230500,1236000,1219800,1230000,1272300,1333200,1408300
430,76863,43822,Frazeysburg,OH,Zanesville,Muskingum County,11580,1152900,1077400,1008500,1018900,982900,975300,1047200,1180200,1244800,1326200,1488300,1549600
431,77176,44440,Mineral Ridge,OH,Youngstown-Warren-Boardman,Trumbull County,11587,1160400,1085600,1020900,1045200,1014800,1055800,1090200,1183800,1178100,1225500,1255300,1331800
432,77863,45856,Leipsic,OH,,Putnam County,11590,951400,1000800,997900,948900,976200,1013300,1021400,1002300,1094400,1171500,1241700,1331900
433,76528,43112,Carroll,OH,Columbus,Fairfield County,11591,2100400,1850600,1788900,1769400,1752900,1801800,1938000,1983800,2116300,2223400,2412100,2574400
434,76540,43135,Laurelville,OH,Columbus,Hocking County,11592,1111400,1074000,1071400,1027100,1037400,1007700,1025100,1009400,1087400,1142500,1177900,1372300
435,76849,43783,Somerset,OH,Columbus,Perry County,11594,1349500,1250700,1227700,1173600,1140400,1220400,1275700,1275100,1291600,1443600,1599300,1757400
436,77170,44431,Leetonia,OH,Salem,Columbiana County,11621,997100,976600,978100,945400,868800,886800,879900,922900,968400,979400,1037400,1088500
437,77461,45135,Leesburg,OH,,Highland County,11648,1351600,1279300,1204100,1158800,1144600,1147300,1180900,1251800,1298400,1332400,1385500,1453100
438,77193,44473,Vienna Center,OH,Youngstown-Warren-Boardman,Trumbull County,11655,1168600,1131600,1083200,1041000,1005300,1002800,1069800,1048900,1045800,1203800,1230100,1340500
439,77892,45887,Spencerville,OH,Lima,Allen County,11664,1047900,1026300,997400,991600,938000,926800,949500,969700,1006100,1045200,1103200,1141300
440,77148,44403,Brookfield Center,OH,Youngstown-Warren-Boardman,Trumbull County,11684,1245100,1198800,1126900,1079400,1007600,1053700,1133300,1167000,1190200,1236000,1287800,1442900
441,76862,43821,Dresden,OH,Zanesville,Muskingum County,11686,1189300,1161300,1117800,1104000,1055800,1046800,1027500,1024200,1021900,1069400,1182500,1297100
442,76673,43431,Gibsonburg,OH,Fremont,Sandusky County,11690,900600,944900,1131300,1120900,1054400,1016800,1068600,1118900,1150300,1181100,1222700,1315900
443,76844,43777,Roseville,OH,Zanesville,Muskingum County,11705,731800,704400,703500,701100,664100,652900,652200,666900,669300,697000,752500,851400
444,77571,45308,Bradford,OH,Greenville,Darke County,11707,1106200,1031500,993500,966400,1072600,1273700,1267300,1263100,1325200,1075900,1171700,1166400
445,77178,44442,New Middletown,OH,Youngstown-Warren-Boardman,Mahoning County,11714,1400600,1354600,1320200,1330300,1272200,1199200,1237400,1307900,1366100,1435100,1662100,1742100
446,77509,45218,Greenhills,OH,Cincinnati,Hamilton County,11715,1439400,1356200,1255100,1202700,1160000,1140900,1132100,1128600,1144900,1203100,1370200,1493700
447,77173,44437,Mc Donald,OH,Youngstown-Warren-Boardman,Trumbull County,11774,964200,923100,869700,866100,839800,795400,784200,788900,779100,797900,837500,934600
448,77464,45142,Lynchburg,OH,,Highland County,11851,1310300,1227100,1152600,1097700,1071000,1078800,1112600,1156400,1185400,1191900,1244100,1344400
449,76975,44065,Newbury,OH,Cleveland-Elyria,Geauga County,11867,2340700,2153000,2071800,2101200,2006500,1952600,1965300,2000900,2019000,2112000,2220300,2268700
450,77875,45869,New Bremen,OH,Wapakoneta,Auglaize County,11876,1813500,1633700,1614100,1542000,1512700,1480800,1549500,1597600,1659900,1737300,1848400,1954600
451,77602,45341,Medway,OH,Springfield,Clark County,11931,1158300,1096200,1058600,1005700,961600,943700,950300,953600,952800,947300,1062600,1179900
452,76520,43102,Amanda,OH,Columbus,Fairfield County,11974,1504000,1271100,1240800,1229500,1212200,1242800,1379400,1322900,1431600,1537900,1613500,1822900
453,77722,45644,Kingston,OH,Chillicothe,Ross County,11987,1320500,1314900,1324300,1323800,1347000,1343300,1349700,1360400,1452800,1545400,1606500,1727300
454,77878,45872,North Baltimore,OH,Toledo,Wood County,11991,0,0,0,0,0,0,0,424600,846500,817900,935700,977300
455,77072,44217,Creston,OH,Wooster,Wayne County,12034,1398900,1343000,1357000,1319400,1301700,1330700,1359200,1389600,1459300,1532600,1577300,1662600
456,76667,43412,Curtice,OH,Toledo,Lucas County,12040,1360600,1377300,1236600,1209600,1212000,1343400,1417000,1339500,1257800,1371800,1427000,1627100
457,77421,45052,North Bend,OH,Cincinnati,Hamilton County,12051,2472900,2324700,2136100,2044700,2033900,2095100,2081700,2078600,2234200,2227800,2445300,2587500
458,76495,43061,Ostrander,OH,Columbus,Delaware County,12082,2220600,2235400,2182100,2203500,2082600,1962600,2027000,2168500,2375700,2646700,2828700,3166100
459,77338,44824,Castalia,OH,Sandusky,Erie County,12110,1574300,1515400,1450800,1391400,1354300,1368500,1385000,1429800,1429200,1453500,1517900,1603000
460,77451,45118,Fayetteville,OH,Cincinnati,Brown County,12113,1472100,1435300,1345900,1357600,1247900,1254400,1302800,1402500,1781500,1517700,1595200,1663100
461,77730,45653,Minford,OH,Portsmouth,Scioto County,12124,891700,878800,895200,1048600,923100,966800,1098900,1085900,1067400,1098300,1179800,1246000
462,76987,44084,Roaming Shores,OH,Ashtabula,Ashtabula County,12197,1527300,1492400,1447300,1495300,1426000,1430400,1469500,1492500,1469400,1514400,1586700,1711800
463,77448,45113,Clarksville,OH,Wilmington,Clinton County,12216,2608700,2525000,2337100,2028300,1872600,1847400,1828000,1773200,1959500,2182300,2391400,2693800
464,77484,45167,Ripley,OH,Cincinnati,Brown County,12245,910600,891600,811400,807800,733400,763200,789700,820600,1029600,827600,780700,841400
465,77565,45302,Anna,OH,Sidney,Shelby County,12256,1574300,1567100,1507800,1521600,1465400,1517100,1618900,1663500,1744400,1833200,1943900,2067500
466,77811,45780,The Plains,OH,Athens,Athens County,12283,1639500,1610900,1557400,1495100,1463000,1450400,1453400,1504400,1515700,1555600,1635400,1673200
467,76632,43324,Huntsville,OH,Bellefontaine,Logan County,12289,1837500,1908500,1854200,1832100,1804400,1795200,1907100,2050000,2052300,2157200,2294700,2383700
468,77227,44609,Beloit,OH,Salem,Columbiana County,12341,1133700,1049000,967500,935400,940800,959800,937800,989500,1059200,1088500,1153500,1301100
469,77779,45723,Coolville,OH,Athens,Athens County,12384,1124000,1105600,1100300,1095900,1075700,1055800,1025300,1066100,1112700,1115700,1198100,1225900
470,77855,45846,Fort Recovery,OH,Celina,Mercer County,12385,1366900,1430300,1527900,1457800,1473200,1717200,2045600,2084900,1900700,1906300,2041500,2127600
471,76486,43046,Millersport,OH,Columbus,Fairfield County,12404,1892600,1723700,1652700,1630400,1608100,1574300,1601800,1708100,1713900,1800200,2007100,2261900
472,76883,43910,Bloomingdale,OH,Weirton-Steubenville,Jefferson County,12416,1133800,1090900,1072600,1101000,1080800,1079900,1089000,1285700,1132600,1179400,1226800,1292600
473,77191,44470,Southington,OH,Youngstown-Warren-Boardman,Trumbull County,12455,1121600,1080800,1054900,1092800,1084000,1054200,1076600,1139800,1136700,1177600,1295800,1504100
474,77858,45850,Harrod,OH,Lima,Allen County,12480,1251200,1223600,1216000,1210300,1152100,1148000,1172600,1185400,1219300,1305800,1372300,1390800
475,76738,43542,Monclova,OH,Toledo,Lucas County,12494,2738200,2727100,2554300,2506500,2405900,2449500,2539500,2721700,2828100,2941400,3097100,3309100
476,77114,44288,Windham,OH,Akron,Portage County,12495,1199700,1135100,1110700,1080000,1043600,1027200,972900,850400,929600,930900,988900,1015100
477,77453,45120,Felicity,OH,Cincinnati,Clermont County,12518,1108500,1087100,933400,931300,896100,798000,839500,896000,1036500,1082000,1133500,1243100
478,77478,45159,New Vienna,OH,Wilmington,Clinton County,12525,1543600,1530600,1439000,1192700,1148300,1089600,1134300,1137200,1194300,1319300,1437700,1557200
479,76715,43517,Edgerton,OH,,Williams County,12532,1067200,1002800,949600,942300,909500,917400,958100,959100,991700,1043900,1114600,1167800
480,76626,43318,De Graff,OH,Bellefontaine,Logan County,12534,1090300,1111300,1059200,1030300,994500,1016900,1050300,1063600,1079100,1102100,1151800,1156700
481,77081,44234,Hiram,OH,Akron,Portage County,12572,2046000,1892900,1863500,1882300,1848400,1833200,1902600,1912500,2026600,2100700,2127500,2258300
482,76688,43447,Millbury,OH,Toledo,Wood County,12584,1334500,1286300,1318300,1343900,1340600,1374100,1333700,1413300,1460100,1487000,1438800,1554100
483,76720,43522,Grand Rapids,OH,Toledo,Wood County,12592,1512300,1420900,1420800,1395300,1390100,1415200,1337000,1441700,1562200,1711900,1754300,1794600
484,76620,43310,Belle Center,OH,Bellefontaine,Logan County,12593,1166500,1203000,1166200,1122900,1097400,1125700,1183700,1219000,1328400,1399200,1454700,1532100
485,77626,45369,South Vienna,OH,Springfield,Clark County,12610,1592500,1518500,1490500,1435300,1379400,1359500,1404200,1446900,1523600,1582300,1765600,1941800
486,76690,43450,Pemberville,OH,Toledo,Wood County,12637,0,0,0,0,0,0,0,736100,1481300,1495900,1584500,1633900
487,76956,44040,Gates Mills,OH,Cleveland-Elyria,Cuyahoga County,12641,5515300,4996100,4798700,4848800,4877700,4906700,4977300,5134500,5114100,5267900,5359200,5656800
488,77168,44429,Craig Beach,OH,Youngstown-Warren-Boardman,Mahoning County,12646,1091600,1046500,995100,913900,915200,902400,942300,982200,940800,993500,1182700,1370900
489,77457,45130,Hamersville,OH,Cincinnati,Brown County,12672,1352200,1288300,1198600,1199700,1127900,1112800,1130800,1303100,1695200,1426700,1426400,1452000
490,76864,43824,Fresno,OH,Coshocton,Coshocton County,12696,1103500,1142100,1179600,1175100,1200000,1163600,1194600,1193900,1282600,1341100,1388100,1463200
491,76802,43718,Belmont,OH,Wheeling,Belmont County,12722,871100,903800,933800,903000,943500,1030300,1124800,1154500,1206300,1216900,1265100,1324000
492,77370,44864,Perrysville,OH,Ashland,Ashland County,12736,1233800,1151100,1137000,1046500,1024100,994500,997900,1058100,1146000,1238800,1381100,1506900
493,77576,45314,Cedarville,OH,Dayton,Greene County,12785,1669700,1697700,1600000,1566700,1478100,1505500,1599100,1687100,1719500,1737600,1791100,2170100
494,77098,44264,Peninsula,OH,Akron,Summit County,12794,1914500,2163000,2365700,2300400,2080700,2153000,2275000,2322300,2471600,2631000,2760200,3088900
495,77814,45784,Vincent,OH,Marietta,Washington County,12810,0,0,0,0,0,0,882200,1672600,1820900,1843300,1858900,2018800
496,77181,44445,New Waterford,OH,Salem,Columbiana County,12820,1177200,1144200,1133500,1101400,1022000,1078000,1183400,1273200,1342700,1397400,1476100,1472800
497,77257,44643,Magnolia,OH,Canton-Massillon,Stark County,12821,1277400,1189800,1142900,1136300,1109700,1170500,1194000,1245900,1326000,1318300,1412000,1554400
498,77355,44846,Milan,OH,Sandusky,Erie County,12822,1707500,1636000,1581400,1530400,1499400,1503300,1532200,1585200,1564900,1589100,1668600,1734100
499,77888,45883,Saint Henry,OH,Celina,Mercer County,12823,1073400,1370100,1510400,1505100,1515200,1771600,2057900,2014000,1887800,2012900,2170400,2336800
500,77242,44626,East Sparta,OH,Canton-Massillon,Stark County,12834,1197900,1149500,1034300,982400,930900,883500,947400,1001200,1033800,1085800,1175000,1339300
501,77712,45629,Franklin Furnace,OH,Portsmouth,Scioto County,12874,833600,820900,854200,970800,867700,892800,1007800,1001300,963700,959700,1014900,1068700
502,77147,44402,Bristolville,OH,Youngstown-Warren-Boardman,Trumbull County,12907,1031800,971600,965800,975200,950800,1015300,977600,1064800,1042700,1144800,1346200,1405100
503,77371,44865,Plymouth,OH,Mansfield,Richland County,12908,969600,895900,855000,846200,809300,809300,819600,852000,878500,891800,927300,1001100
504,77643,45390,Union City,OH,Greenville,Darke County,12911,0,0,0,0,0,555700,1106000,1097300,1128800,871200,861400,851300
505,77091,44253,Litchfield,OH,Cleveland-Elyria,Medina County,12917,2031300,2005100,1977600,1895700,1776600,1762500,1919200,1985900,2008500,2076600,2290500,2603300
506,77729,45652,McDermott,OH,Portsmouth,Scioto County,12927,836900,816000,824700,955400,832600,873500,981200,977500,985500,1028900,1119700,1178600
507,77167,44428,Kinsman,OH,Youngstown-Warren-Boardman,Trumbull County,12974,851700,837600,839100,843300,778300,816500,892000,874500,1015400,980500,985900,1175400
508,76758,43570,West Unity,OH,,Williams County,12987,1098200,1042600,969700,968800,942800,947300,983300,987700,1006200,1018700,1071300,1124400
509,76988,44085,Roaming Shores,OH,Ashtabula,Ashtabula County,12993,1390900,1341400,1292100,1338200,1273900,1275300,1319300,1324600,1306800,1323000,1368500,1491300
510,76704,43469,Woodville,OH,Fremont,Sandusky County,13011,1117400,1167000,1391200,1391700,1338000,1290200,1295700,1350900,1345200,1410000,1489000,1596600
511,77789,45742,Little Hocking,OH,Marietta,Washington County,13020,0,0,0,0,0,0,624300,1230700,1382800,1411400,1432400,1601300
512,77105,44275,Spencer,OH,Cleveland-Elyria,Medina County,13028,1591700,1609900,1624000,1527600,1482400,1527500,1506900,1658500,1716700,1728400,1781300,1955500
513,77185,44451,North Jackson,OH,Youngstown-Warren-Boardman,Mahoning County,13038,1481700,1461400,1425300,1356400,1384000,1392600,1429300,1448700,1442600,1510600,1657500,1853500
514,76524,43107,Bremen,OH,Columbus,Fairfield County,13070,1256500,1183200,1129000,1125400,1122900,1077900,998000,1072000,1115400,1092800,1242900,1495500
515,76652,43348,Russells Point,OH,Bellefontaine,Logan County,13080,698900,726200,702800,682500,658100,653300,691900,738200,723900,738500,772900,848400
516,77337,44822,Butler,OH,Mansfield,Richland County,13084,1068100,1004400,961400,921600,889200,858500,866800,959100,1115300,1219900,1378700,1620400
517,77422,45053,Okeana,OH,Cincinnati,Butler County,13087,2817000,2494800,2252800,2299200,2173900,2183900,2254000,2344000,2444700,2545400,2683200,2955300
518,77203,44491,West Farmington,OH,Youngstown-Warren-Boardman,Trumbull County,13092,0,0,0,0,0,0,0,614200,1253500,1356600,1464400,1658300
519,77293,44688,Waynesburg,OH,Canton-Massillon,Stark County,13101,1051900,995600,900300,910300,855600,820800,848400,850700,942900,1033900,1039000,1168300
520,77186,44452,North Lima,OH,Youngstown-Warren-Boardman,Mahoning County,13113,1568100,1480600,1382700,1395500,1392300,1347400,1388900,1433700,1515800,1481100,1682300,1714700
521,77854,45845,Fort Loramie,OH,Sidney,Shelby County,13138,1631300,1643400,1560900,1564600,1533000,1586600,1707200,1775400,1866000,1976700,2083900,2116000
522,76670,43416,Elmore,OH,Port Clinton,Ottawa County,13166,1437800,1359000,1326300,1349200,1310200,1310300,1326100,1344400,1385500,1387400,1416200,1478600
523,77842,45831,Continental,OH,,Putnam County,13188,880800,894800,890900,869100,903700,934000,956700,906000,987100,1019600,1049700,1146100
524,77853,45844,Fort Jennings,OH,,Putnam County,13218,1270800,1376500,1392000,1313400,1378800,1449800,1466600,1436600,1576800,1678600,1741100,1892100
525,76557,43154,Stoutsville,OH,Columbus,Fairfield County,13227,1478200,1308500,1269600,1303000,1302800,1270100,1361100,1387400,1395600,1506200,1622800,1869500
526,77887,45882,Rockford,OH,Celina,Mercer County,13277,942400,972900,947500,912300,900900,1046300,1257800,1234600,1120200,1127100,1192300,1272300
527,76719,43521,Fayette,OH,Toledo,Fulton County,13317,916200,871700,843300,825900,775300,761100,773400,814000,837400,893400,950300,1014200
528,77268,44656,Mineral City,OH,New Philadelphia-Dover,Tuscarawas County,13332,1091400,1064800,1045100,1011200,995300,1047400,1061200,1072400,1110800,1133100,1199100,1315900
529,77864,45858,McComb,OH,Findlay,Hancock County,13333,1202900,1186200,1148300,1128800,1076400,1073500,1095800,1119400,1187500,1246200,1296700,1380200
530,77276,44666,North Lawrence,OH,Canton-Massillon,Stark County,13358,1509900,1453700,1366700,1328700,1317500,1288200,1334200,1440600,1477800,1588000,1734100,1801100
531,77146,44401,Berlin Center,OH,Youngstown-Warren-Boardman,Mahoning County,13380,1683400,1571800,1469400,1439200,1495100,1467400,1603000,1631900,1605700,1705700,1825300,2040400
532,76847,43780,Senecaville,OH,Cambridge,Guernsey County,13392,1134600,1099200,1086100,1086500,1121600,1198500,1209900,1280600,1298200,1306100,1328000,1555000
533,77349,44840,Jeromesville,OH,Ashland,Ashland County,13418,1461600,1431900,1430000,1381300,1301200,1279300,1289100,1325900,1397400,1482600,1594100,1666800
534,77284,44677,Smithville,OH,Wooster,Wayne County,13444,1493400,1458700,1453200,1389800,1356300,1385100,1437700,1443800,1480600,1530800,1594100,1694400
