RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
3731,Boardman,Ohio,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81700,79600,84300,98300,100100,93600,83600,74400,79400,76400,84300,87800,84300,94600,9.20E+04,99600,100700,104200,91500,86100,79900,88400,89300,93500,94400,90200,85200,83200,90600,99800,107800,102700,100200,97700,101100,100200,1.01E+05,97300,93200,9.40E+04,100100,109600,107300,91200,95300,100300,119400,118700,
43969,Athens,Ohio,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45E+05,139200,144600,154400,147700,151100,142100,145100,147400,1.60E+05,159300,174300,167800,166300,159700,143100,147200,154300,157800,158200,134300,137200,141400,156100,157300,150100,143900,144700,150500,149700,151800,149900,151500,165700,166300,180900,1.75E+05,176500,175700,185300,193300,190700,192800,194800,201400,184600,176100,162100,171200,154800,1.50E+05,125300,143400,158300,169100,161700,153900,160500,175300,184800,
14192,Troy,Ohio,1279,1.25E+05,114300,110500,1.19E+05,127900,129900,116400,109500,110900,121200,1.27E+05,128500,140700,129700,1.21E+05,115300,129600,130500,119900,112400,114300,109500,107100,95300,104200,106500,117700,1.19E+05,114800,107900,9.50E+04,97100,1.01E+05,117900,122200,132500,119300,105600,102400,102800,119600,113900,121800,118400,126200,1.22E+05,1.25E+05,137100,145400,145200,129500,124800,132100,131500,129900,117700,120300,122400,123500,138900,140600,144900,127300,129400,138600,139100,129300,121600,128700,1.48E+05,143400,139500,135700,142800,132700,123900,120300,137200,134200,152200,140900,138400,1.26E+05,123600,123700,116800,128400,142800,140800,131700,129900,142500,1.50E+05,153900,129500,131600,126200,141200,138600,137800,1.37E+05,137700,141900,144100,141800,135700,134800,142100,146900,152600,147100,137900,138500,140900,151500,145100,143900,137200,152200,148500,149900,139900,149700,153200,159700,151200,143800,140500,143200,1.50E+05,1.53E+05,154600,154900,157400,148800,1.58E+05,147700
42802,Pickerington,Ohio,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E+05,174800,171100,169700,168500,170100,170400,160200,162400,169100,163200,159700,158100,171700,177100,175500,178100,1.74E+05,1.76E+05,179800,183500,179100,1.81E+05,184600,191400,192200,193900,197400,200300,202200,1.99E+05,190900,180400,180800,179300,186500,186900,189600,191100,196300,196200,195800,193700,190900,196200,192800,200800,199500,2.03E+05,205300,205300,207700,206400,208600,209600,214400,213400,216700,216600,221500,220400,224200,2.22E+05,2.20E+05,221100,224400,232400,231600,234100,233500,235700,234600,238500,237800,236600,235300,239700,246600,249100,244700,242200,241300,242100,264700,267400,275700,269500,269500
7279,Stow,Ohio,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E+05,159500,184900,177400,1.77E+05,152700,150200,1.46E+05,132700,134300,133700,140700,141100,143200,144300,1.48E+05,149200,140900,149800,144700,153700,147600,153700,157600,155600,152800,149700,1.54E+05,151500,149400,146600,158300,1.65E+05,166300,162200,154700,148800,151100,154700,169400,169500,175200,171600,176100,1.66E+05,167600,164600,174400,169800,171400,167600,170600,161600,167700,166500,1.89E+05,186600,1.90E+05,171600,173700,168900
7540,Upper Arlington,Ohio,1303,258100,241100,232900,235800,2.43E+05,238700,225500,2.48E+05,259600,281500,274600,287200,2.88E+05,283300,2.60E+05,248600,240800,241800,236600,232700,255200,286700,286500,300900,294300,317900,278200,268100,261400,264500,287400,297200,319500,3.04E+05,2.86E+05,253500,258400,269200,269600,261700,256200,271900,261300,242200,251700,246300,240200,264500,289100,3.24E+05,288800,272400,261100,260800,271500,274900,278500,3.04E+05,315900,311400,285200,295300,281500,279900,264300,288600,291200,290900,286700,278400,285200,295300,292100,277200,261200,294600,3.03E+05,305800,286800,286500,304100,294800,314800,3.27E+05,331400,318600,300900,3.12E+05,321200,340500,321300,321800,308100,3.26E+05,316100,299800,305600,314100,331100,334100,340800,341900,350600,344900,344100,345800,3.37E+05,334100,333300,353200,383100,373600,359800,342300,346700,358500,368200,386700,380100,406300,408600,4.12E+05,401200,382900,401900,374300,379500,356300,378600,3.88E+05,396800,411900,413800,436200,418300,411800,390500
42925,Powell,Ohio,1306,285700,2.80E+05,298300,286200,293700,280900,282300,288200,2.85E+05,282900,251800,2.54E+05,253200,273400,272400,262900,260500,266100,280400,292400,292900,2.96E+05,2.95E+05,269300,263700,264900,291300,279300,267600,2.75E+05,284500,297900,2.98E+05,290400,281300,279200,275900,261500,269600,279600,299500,2.85E+05,291600,291100,293400,285900,291500,265800,2.95E+05,2.91E+05,315600,294800,291600,287800,280200,280100,278500,294900,2.84E+05,293200,279700,295600,294700,297200,2.96E+05,293800,287300,287900,290200,325100,3.31E+05,379600,351600,347200,3.07E+05,307500,307400,309200,318600,317800,317900,321700,326800,3.15E+05,312100,312100,323700,322900,3.26E+05,328600,329700,332600,355200,351600,341900,309700,318200,321200,329800,325500,332400,335300,340500,337900,339800,337600,312400,311200,308500,338800,349100,356200,349300,343500,339500,3.49E+05,352400,377200,381500,391700,391100,390700,379600,3.68E+05,371600,378800,370800,3.69E+05,364100,394700,387700,366200,358100,364200,4.13E+05,394600,
39635,Marion,Ohio,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,69300,62900,59500,59600,65300,6.40E+04,62800,5.90E+04,66300,61700,60400,59600,65100,61700,66100,63600,80700,76500,77300,78800,91600,93500,94300,91800,106800,107100,109500,120900,126600,
43098,Sylvania,Ohio,1373,1.67E+05,162500,161500,166100,165300,167400,1.81E+05,187800,168600,157900,132900,139600,136300,152800,147200,147600,139100,147800,143800,148400,150200,163900,164300,156500,147500,1.56E+05,163900,169500,166600,168600,162700,156700,1.52E+05,163900,154900,142900,134900,144400,158800,1.59E+05,164300,1.60E+05,152400,140600,143900,146400,165200,166300,1.46E+05,140500,136100,157500,154400,150900,148100,1.47E+05,150900,1.55E+05,165800,1.62E+05,158300,144100,150400,1.53E+05,159300,1.57E+05,158900,164300,161800,161900,151600,1.63E+05,150800,158500,1.51E+05,168900,171500,175700,173100,163900,1.63E+05,159300,169300,164600,162800,157500,160500,156200,159100,162900,168900,1.66E+05,172100,180300,179500,175300,1.75E+05,179200,177500,178300,172200,167300,161800,168500,175400,185800,190200,195600,192300,189100,188300,185300,1.80E+05,183300,195100,204800,199800,187800,187300,184900,189900,189300,192800,192700,192600,191900,193200,196300,2.03E+05,198700,191500,187700,,,,,
18226,Gahanna,Ohio,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184600,172700,160200,154200,158300,164100,169700,173200,1.69E+05,159200,152200,1.74E+05,172800,176100,162800,172300,166200,166100,165400,1.72E+05,169900,178800,190600,193300,188100,191900,192700,206600,202900,201800,201700,191900,193900,180700,180300,170700,180400,183400,180100,170700,171400,187500,189100,1.90E+05,183600,184700,180100,190600,196600,196100,189800,182600,191500,194300,200800,2.03E+05,208400,206300,204500,202200,208800,203200,208600,203400,202700,195300,187900,199400,205900,212700,214100,215400,211200,210300,206200,211700,2.19E+05,230400,238800,237500,235200,225500,2.27E+05,220400,228700,212700,216100,217700,227800,227600
13034,North Ridgeville,Ohio,1393,125700,137200,137300,140700,132900,132700,132400,133300,132300,131600,135800,133200,134100,130600,134900,129300,1.24E+05,121300,1.30E+05,1.41E+05,143700,142700,157200,160700,157100,135300,125300,129700,129900,138800,148200,151100,148700,132900,145200,1.40E+05,1.39E+05,121400,122900,125800,134100,135600,1.40E+05,132400,134600,137500,141500,1.41E+05,136400,127800,130600,131400,136400,138100,138700,143300,137200,142700,136900,1.42E+05,132900,138400,138700,140900,140300,143500,149700,158800,157800,152600,143400,136500,145200,147600,147900,144200,143800,147900,149800,147800,150300,149500,148900,134500,137300,145600,156600,155300,1.59E+05,159700,159300,1.45E+05,147200,148400,160800,159100,153500,151300,158200,166200,1.59E+05,159400,155800,162200,1.58E+05,166500,171900,177700,173600,1.64E+05,168400,166600,175800,170200,169300,175100,179800,181700,1.85E+05,189700,196300,1.88E+05,184500,1.86E+05,188900,1.90E+05,181700,186800,184800,176100,175900,1.60E+05,185600,177800,197200,185900,194600
46803,North Olmsted,Ohio,1424,138900,1.41E+05,140300,141900,135900,132700,120800,117100,119400,131100,125100,115200,98700,105100,104800,119700,124300,127400,121600,122400,123600,131400,130100,127700,129300,131300,137800,130200,128400,110700,112600,111100,126300,129200,136700,111800,109400,105100,121700,114500,111300,119700,107100,98800,94300,1.17E+05,121200,104600,88300,92200,106200,116900,113900,110800,102400,107300,111900,110300,106300,108600,116500,1.16E+05,114500,118300,1.20E+05,122100,121900,123800,123200,118700,1.19E+05,1.02E+05,109500,110700,129500,129700,129200,1.33E+05,129700,130400,126600,1.34E+05,1.25E+05,124900,120800,133800,124700,124200,123500,132800,126800,126600,128900,135500,131600,133200,128800,128800,125900,129400,132500,133700,134700,134100,133400,134400,137200,136400,1.43E+05,140600,147200,140200,143300,1.40E+05,149700,150500,157400,150800,156200,137900,138500,141600,157200,158300,154200,158700,163600,160900,159700,155700,156700,150600,1.57E+05,160800,165200,158100,158100
34613,Wadsworth,Ohio,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160700,156800,155700,143800,124100,1.21E+05,128600,1.36E+05,131900,138300,149300,177600,172300,159500,130500,127700,127700,1.31E+05,130500,136900,135400,138400,136500,151400,152300,147300,135500,136800,146500,144900,141100,132700,155400,157700,151400,152700,153800,167400,150100,152300,149900,151900,161900,168400,169300,159400,155500,1.56E+05,157200,162800,160200,168500,172400,168600,163200,151600,154200,1.55E+05,155700,1.57E+05,149700,150700,150500,155700,157100,158700,161900,164500,166100,177600,182200,183700,179700,179300,180400,176400,170800,171100,164600,169900,1.68E+05,172300,,,,,,,
40070,North Royalton,Ohio,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195300,183400,195900,176800,186200,1.82E+05,200400,208700,208800,207200,203200,2.11E+05,208300,198600,1.91E+05,202100,215100,213700,208700,238900,226500,221100,184200,210500,231100,228400
16104,Tiffin,Ohio,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86800,84200,82600,84800,79500,81200,87300,96600,97400,105300,105300,94300,78300,79300,89900,85800,84600,77100,85100,84800,100900,108200,111100,108400,104200,106500,99900,94400,88400,89900,86100,91300,93300,95400,9.00E+04,8.30E+04,92600,95400,105800,98800,101300,89500,99200,97800,107600,103300,112100,110800,91500,75500,77300,99300,
54377,Shaker Heights,Ohio,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73E+05,183100,189300,155400,150200,156900,199300,198300,198700,192100,187600,183500,197700,170700,169500,165200,198300,180700,178600,182200,197800,184800,190900,191800,187300,159200,149600,162200,183700,185400,177100,166200,165100,166600,179800,180500,198700,192200,202300,198400,190700,174300,173400,180100,182600,174300,203700,230600,231500,193200,191700,196700,2.12E+05,197500,193800,189600,194300,192300
33291,Oxford,Ohio,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137100,141400,149100,148800,155600,161300,1.73E+05,168500,161400,176400,179900,174900,159800,147400,144300,139100,144300,149500,149200,155800,148400,150300,151900,172900,176200,182400,176100,182400,174900,170200,143600,142600,150500,175400,179300,173100,172700,179600,185400,191100,197300,217300,209700,198100,1.91E+05,185200,186300,175300,196400,199300,198600,177800,176300,174400,1.79E+05,173800,195600,215400,206600,186600,
43407,Maumee,Ohio,1736,,,,,,,,,,,,,,,119300,120500,130100,139700,145800,157200,158200,154100,148900,1.47E+05,141600,141200,144800,154300,166200,156900,159600,151800,178300,167100,165400,151500,155100,145600,158700,157700,1.62E+05,137500,137900,147900,156700,140900,142100,1.39E+05,148900,1.38E+05,143600,158500,147900,134400,125700,136300,142600,137700,136300,137200,147700,1.43E+05,161300,159400,169400,147800,145100,1.49E+05,148400,152500,139900,178500,1.74E+05,178600,139400,147200,152800,161500,157800,1.54E+05,144400,138100,141400,142700,153100,154400,155700,150300,148700,155500,159700,160100,172900,171600,180100,156100,154900,146100,1.59E+05,156300,155300,149200,151600,156400,159600,163100,169400,1.72E+05,170200,172500,177400,179600,174800,163700,163300,160600,1.80E+05,181100,201100,191700,187400,170500,160600,162800,151800,157500,162900,171500,161300,152300,163100,181200,180800,170900,171900,176700,
10249,Barberton,Ohio,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70200,69400,64200,66500,6.60E+04,69600,7.00E+04,76200,83700,84100,74500,64300,62600,67900,72900,74500,84500,87700,87200,84900,85800,84400,73500,7.20E+04,80300
11698,Green,Ohio,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142500,137100,158800,165400,1.57E+05,118600,127400,131900,142200,129200,127500,135800,158900,167800,169900,152900,175100,171900,168500,136800,1.43E+05,1.53E+05,1.63E+05,162700,159800,165900,161300,149300,154400,172200,184900,179900,166300,161200,163300,166900,166800,161400,156100,156600,154900,154300,153700,152200,161800,1.59E+05,168300,161300,159900,154400,160400,170100,174700,177100,175400,1.73E+05,167200,165600,170800,163100,170800,166800,177100,171800,169200,166700,186100,200500,204600,190900,180900,180100,188100,182900,182900,169500,194900,207100,216700,197100,192900,196700,1.99E+05,2.08E+05
53547,New Philadelphia,Ohio,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107600,111400,107500,109500,107300,111200,111400,1.20E+05,121200,120600,106400,108900,113900,117900,118300,110300,110100,111100,109100,111700,107900,118600,121100,119400,103600,104400,108200,121200,110300,106800,1.08E+05,110500,114400,102700,1.07E+05,107100,114200,107900,103900,104900,111900,125900,118800,129200,125300,137400,135100,1.30E+05,117900,118700,119200,
42786,Riverside,Ohio,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60400,60300,6.10E+04,64100,6.80E+04,78700,70900,63600,52500,51500,56800,62200,68700,60300,66400,56800,71300,64100,68500,74300,73600,80500,73800,69300,65200,67600,70600,70700,73400,7.50E+04,74900,6.90E+04,69300,6.10E+04,57600,55200,61100,62400,61500,70900,69300,70600,71900,74900,80200,79700,78700,76100,77100,79800,8.50E+04,82600,81800,81100,84500,8.20E+04,79300,76700,78300,79700,80800,80500,78700,75800,77300,82100,84400,90400,88900,91300,95900,106500,107800,96400,98800,9.70E+04,108500,106100,107600,93700,8.30E+04,78300,79100,83200,
13896,Solon,Ohio,1938,348900,331800,332200,255900,2.35E+05,253300,234700,257600,229900,242200,211100,229300,254300,245900,246500,227500,2.47E+05,243800,227100,2.24E+05,211300,249900,261700,264500,232900,234600,245400,263900,242300,2.25E+05,215500,213500,2.19E+05,2.36E+05,257300,290100,263300,247800,2.46E+05,248700,241600,201300,221900,238200,240700,271500,3.03E+05,306100,284800,257600,2.61E+05,2.27E+05,220300,2.17E+05,226500,254600,240800,225200,185200,195100,228100,238700,249900,233700,242300,235400,232700,214900,216400,219400,283300,283400,2.73E+05,220900,223300,239900,2.37E+05,2.68E+05,286600,304700,297300,298500,299300,305400,295700,286100,256800,248300,249200,252300,245800,241600,257100,246700,272700,2.64E+05,269700,2.43E+05,244800,241300,232100,230800,224400,237200,222200,2.37E+05,259700,267300,274300,251500,260300,254500,271500,268800,270200,265400,271300,264800,250300,263500,2.74E+05,291400,291900,297100,282500,271400,268200,271200,267200,264900,272500,268100,291800,3.00E+05,314400,293300,279300
7510,Twinsburg,Ohio,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192600,196200,199600,191500,172300,172500,186700,203600,206500,185300,176400,172700,195900,207400,205600,189600,184500,194400,203700,186500,184300,179600,188100,183300,186700,1.82E+05,1.96E+05,198100,224900,233900,227700,229500,242100,236800,213100,168100,1.77E+05,180600
10776,Chagrin Falls,Ohio,1963,238500,258900,220700,259200,246300,283600,263900,281800,271500,259900,249200,236300,221500,230300,220800,273900,252300,2.39E+05,220200,228400,239100,229500,243400,247900,263600,274600,294200,274800,255600,234400,244400,239700,258300,252400,252100,230200,225500,258800,257500,276800,237200,249100,224300,218100,206300,202600,209500,216800,235500,2.33E+05,222700,224800,242100,234400,227800,215200,238200,238600,275300,271200,289900,260400,265200,251100,249100,248800,2.55E+05,255400,259700,278700,331300,341700,311900,279600,264500,271900,255400,251400,250100,240800,255700,252300,277400,256300,271900,243900,250300,268200,287300,284800,266800,295100,2.87E+05,274600,232200,2.45E+05,2.65E+05,273500,280500,2.68E+05,268400,272700,2.77E+05,284800,282200,276300,270400,269800,269500,269400,272500,296500,300300,304100,285400,301900,295400,313300,302900,314100,292200,298300,293500,307800,301100,304300,283100,301500,299200,311200,269500,234900,252300,269600,3.01E+05,303500,320600
19190,Maple Heights,Ohio,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35600,34800,32400,32100,35100,40400,42400,41500,35100,3.40E+04,36300,38200,37900,37800,40300,42300,42600,42400,42800,40400,41400,44100,45800,45800,45500,48200,46600,45500,43700,45800,44300,46300,44800,49300,51500,59200,59100,60200,53400,51500,52200,57800,57900,54300,49600,51400
7954,Willoughby,Ohio,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132700,133200,146700,129300,132500,136100,139500,139600,1.32E+05,135900,142200,140900,130300,1.24E+05,133400,1.48E+05,142100,140100,1.37E+05,139900,138800,142500,143300,147900,145600,152200,140800,140300,1.56E+05,156800,161600,144600,149600,145300,1.55E+05,155700,154500,146800,151500,152100,157300,151300
10694,Canfield,Ohio,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207900,177300,183500,217700,219200,197500,160900,1.52E+05,158200,146300,155400,154900,160600,1.68E+05,202100,208700,216100,203200,209200,206600,186200,173600,172900,1.79E+05,178400,1.66E+05,179100,216300,210500,207300,178800,197300,199200,1.95E+05
56087,Olmsted Falls,Ohio,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E+05,147400,143900,148800,149200,153300,149400,140700,146300,140100,141600,132500,144100,145100,146100,144100,139500,1.41E+05,135800,1.45E+05,140800,147200,141600,1.50E+05,155600,170200,163600,154700,1.44E+05,153700,140300,159900,157500,171500,160600,155800,159700,161500,167900,172100,1.74E+05,163300,163300,158100,174600,164800,1.63E+05,152100,166600,180100,181700,180800,170300,1.73E+05,167600,194100,201200,202600,177600,170500,173500
50815,Avon,Ohio,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244700,2.41E+05,248700,261100,233900,241300,241400,299800,285900,2.72E+05,244900,249500,255700,263300,266600,276200,265700,259700,276700,272600,272200,259400,265300,267900,273400,268200,272200,256200,2.62E+05,255400,253400,261700,273300,279800,279100,273400,277300,282700,281600,289300,281900,289200,275600,234900,236300,2.37E+05,247700,2.38E+05,249400,2.68E+05,256100,242300,248800,253700,267200,294500,290700,286300,255400,273400,271100,284900,277600,280400,270800,245200,246200,256700,309700,307600,287400,288500,297100,328300
52591,Hudson,Ohio,1996,307900,252200,265800,275900,286900,2.95E+05,2.80E+05,328800,322100,330300,265100,247600,227500,221400,224500,228100,247200,260600,258900,274400,271300,285700,297100,331600,313600,279600,234400,2.57E+05,276100,300500,304400,308900,291600,2.87E+05,244500,248400,245200,261500,262200,247700,249800,2.54E+05,265600,253500,255100,259800,315300,304900,2.99E+05,261500,256400,267900,284800,294400,278400,272600,286200,309600,287700,267200,244900,252500,273800,285300,279200,2.69E+05,263400,311100,322400,325700,296100,297100,310700,321600,310900,301400,295600,299900,294200,285100,283900,2.81E+05,262300,236700,241800,257800,286600,293100,2.98E+05,292400,293900,290400,289700,302200,3.13E+05,314500,303600,294400,300200,294300,307700,313800,331700,329500,3.29E+05,322900,331900,334400,330500,324900,311900,304700,2.96E+05,3.11E+05,315300,329300,3.29E+05,3.36E+05,324300,333600,324900,330400,336200,362600,368300,370100,339900,340700,311600,296200,310700,350900,376200,357200,330900,313100,312700
8165,Chardon,Ohio,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196600,208700,185600,198300,205100,203400,178600,164900,175300,199100,187800,192100,187900,195300,176100,190600,210900,208100,196200,169200,1.91E+05,191600,203200,1.96E+05,185600,177700,172200,170300,169800,176200,1.84E+05,169200,170700,171100,181900,187200,192300,196400,191200,190700,194700,1.94E+05,194900,199800,194400,213500,216200,2.26E+05,207100,208400,1.97E+05,190800,180700,1.81E+05,188200,1.90E+05,189600,1.85E+05,1.97E+05,196700,190600,177300,188400,196600,204200,214400,215600,212600,2.03E+05,198600,1.93E+05,1.91E+05,193800,204700,199400,202900,247400,251200,240800,185800,188900,202800,2.09E+05,205500,204700,1.99E+05,214300,2.14E+05,245700,224500,212400,193200,218900,239800,244500,247700,227500,201300,185200,214500,2.33E+05,2.47E+05,218800,197400,1.88E+05,179800,200800
10764,Centerville,Ohio,2013,156300,160100,181900,169900,157700,152700,164200,169400,151400,137900,132200,140700,145900,151500,146200,141200,140200,141600,150400,148800,1.46E+05,137500,136600,134800,143900,147400,168300,163500,178700,170200,174300,150100,154900,156700,157200,154500,140100,147100,153300,162700,156800,144400,135800,151400,144900,142400,109800,107700,116600,130400,143900,135800,142200,135300,148700,152400,159200,150300,152500,148400,144400,138600,149900,164700,171500,162900,162800,158200,144300,144200,144300,165200,159600,1.61E+05,151100,152800,153400,159500,1.59E+05,158200,151500,1.58E+05,152600,138900,127900,131200,157300,158100,154800,145200,150300,152600,152100,149600,162100,1.53E+05,161800,159200,169100,169800,164100,1.67E+05,166300,165800,1.65E+05,160700,1.44E+05,146700,148300,1.85E+05,182400,1.85E+05,163400,160600,157300,162700,177700,166300,165400,1.56E+05,180900,182800,189900,187900,186700,186100,185800,192100,187600,183600,183200,181800,183100,191800,199800,193800,190500
34049,South Euclid,Ohio,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48800,54900,59400,6.30E+04,53400,56300,59900,67800,72100,61200,63400,6.30E+04,74500,71900,65100,61200,67900,71200,69500,6.70E+04,62300,64600,59200,70600,68600,72900,6.40E+04,66600,64300,6.40E+04,66800,71900,73700,66800,66900,66100,75300,7.60E+04,78700,77200,67600,65800,61400,71200,77200,82600,87900,87300,84500,78900,78700,81600,83600,83500,86200,86300,87100,8.80E+04,91500,92100,92400,85900,84900,7.90E+04,76400,7.40E+04,74300,81200,7.90E+04,81800,90500,102100,108200,102300
22553,Springboro,Ohio,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217900,217600,223400,223500,217400,214600,220800,237300,252200,251900,252600,244400,236700,234700,226500,236800,234900,244800,243800,250500,244700,242200,236100,232200,240700,240700,249500,2.49E+05,241300,246500,2.38E+05,257100,246600,2.52E+05,233400,226700,233800,253900,264400,278200,
30723,Canal Winchester,Ohio,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184700,174700,190300,166700,174300,152600,156700,154500,166700,177700,158700,171500,169600,180900,159400,134500,160500,1.66E+05,179300,156300,163800,166500,168300,170200,213900,210200,218600,173700,175100,161800,171600,173900,1.73E+05,169600,173400,173100,175900,181700,185300,186900,1.89E+05,182300,181100,180400,183300,177400,174800,2.03E+05,226300,216500,187100,172400,180200,191200,1.87E+05,183100,175900,185500,189800,1.90E+05,180700,161900,1.65E+05,163500,191300,190800,1.95E+05,196500,201600,209100,211600,214400,226400,208700,211500,179600,197400,201200,213800,217700,232300,244400,247100,237700,2.38E+05,238600,236700,218300,238300,225200,243900,225300,237300,240300,221500,231300,242800,237300,231900,217200,2.57E+05,260500,263900,254400,244500
14933,Avon Lake,Ohio,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215200,216800,209400,216900,216700,210800,203800,209100,202400,211700,205900,206100,199800,204900,211200,203500,213600,211100,2.20E+05,218700,208700,201400,205600,2.10E+05,237300,235400,248800,225700,207200,216800,2.15E+05,237200,218200,2.39E+05,242200,257100,257200,241500,232100,237900
