RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
46320,Louisville,Ohio,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116200,115600,99700,113700,117200,112400,113500,117700,122400,114100,118100,115900,1.22E+05,116600,124800,126800,118600,111100,105200,1.24E+05,126900,135700,130200,132500,127900,126900,112600,1.16E+05,120500,132800,124500,118600,119700,129100,125100,117900,115400,125300,131600,124700,122600,120100,126600,118500,115100,109600,1.19E+05,1.29E+05,131900,129900,121700,1.25E+05,124600,133500,136600,135500,134500,136600,133800,133600,133900,139600,131900,127200,124200,135400,140900,150800,151800,144900,143700,139200,144500,136900,1.26E+05,121400,119800,130600,141100,150800
16560,Parma Heights,Ohio,2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90700,92900,88600,89700,80200,80100,82900,85600,83200,91100,85900,78300,7.10E+04,74300,90700,84500,86900,76700,77800,77400,70100,68400,6.50E+04,72500,73700,75100,76800,81400,84800,76100,73100,70300,85200,88500,90400,84200,82200,86100,103700,100800,94700,87600,91900,96700,92800,96100,86400,78700,71100,7.80E+04,79900,85600,93100,94500,94300,89300,89700,8.70E+04,90100,83500,87200,84700,94100,95700,96300,97500,101200,99600,95900,94600,94600,101600,109300,1.12E+05,112300,1.11E+05,112200,110300,114300,113800,111700,107800,111700,120700,124700,122200,119500,115500,117600,115500,115600,118900,120400,118700,115100,114600,120500,122800,130400,128200,123600,121200,124600,126700,121500
19628,Niles,Ohio,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48600,51700,56200,64300,64200,6.70E+04,59400,59100,55400,52300,55900,50100,54500,55400,58200,62200,56600,56100,56800,60200,66400,64300,68500,61600,61900,54500,55200,55400,58900,64100,73700,75200,7.40E+04,60400,
13043,Northfield,Ohio,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157200,145300,1.21E+05,129400,1.28E+05,135800,148400,158100,159300,163500,154700,163100,155300,163400,169400,168200,169700,153600,147600,142700,150200,148700,148700,148400,156900,161700,156200,154800,154300,153300,157400,1.53E+05,156400,160800,172700,164500,159100,152900,151600,140500,139600,149300,156300,157500,158700,1.60E+05,159200,159300,1.61E+05,144100,154200,159700,184900,189300,185100,184400,171600,170400,176900,2.00E+05,201200,180900,157600,159400,165600,167900,167300,170500,170400,176700,181400,184800,172800,163100,154300,156800,157500,173800
31993,Heath,Ohio,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139500,138700,155600,149400,1.56E+05,156300,1.57E+05,151900,148900,151100,150100,144100,143800,150200,151400,145200,138500,162400,165400,1.77E+05,162400,159300,149700,144500,173300,182500,193700,180100,
19698,Norwood,Ohio,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121200,121300,121500,117600,120800,117700,135100,138600,1.43E+05,134100,127200,1.31E+05,126300,134100,121100,128200,1.16E+05,130300,136800,140400,135700,134400,132300,130200,132200,129700,1.47E+05,143800,140500,1.36E+05,1.38E+05,140500,148300,147500,166500,156500,166900,157300,
54194,Rocky River,Ohio,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189200,175200,177200,169900,170300,1.50E+05,155100,176500,1.81E+05,177600,166300,192100,2.08E+05,211100,2.00E+05,202400,215100,216100,1.90E+05,163200,1.58E+05,170600,182700,181300,186800,192400,210500,210200,190200,183300,184900,193200,184200,181300,189700,208500,215300,207600,197300,1.91E+05,198400,1.95E+05,206600,2.43E+05,238700,225200,181900,180600,171300,185200,192200,209300,1.91E+05,193600,188500,196500,201300,199500,201800,201300,200500,2.00E+05,191300,194600,203600,201600,211800,223300,239700,236600,219100,208300,208700,203900,202700,194600,211500,211500,206700,215600,223200,237100,214700,226700,236400,228500,230600,214500,232500,208100,200800,202600,209100,217400,2.21E+05
5846,Mayfield Heights,Ohio,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108900,115600,131900,1.33E+05,1.35E+05,133300,139100,119100,113400,110400,123800,124100,119500,117200,120300,123800,127300,122400,118900,124300,129300,137300,132900,132300,140600,143200,144500,134500,133400,132900,1.36E+05,131400,132700,129200,132700,1.29E+05,1.29E+05,135300,1.47E+05,1.52E+05,145500,133300,125200,129600,1.38E+05,142700,140900,143900,139600,144200
17184,Brook Park,Ohio,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100100,99100,95400,101900,100300,102100,84800,8.40E+04,85700,99800,102900,102400,102700,106300,107100,108300,106600,110300,113100,114400,113600,111200,103200,105500,110500,115700,116700,111600,119900,122300,123100,120200,117300,124200,125800,1.25E+05,121100,120300,123800,121500,123100,127800,133700,135400,130400,1.31E+05,120700,1.26E+05,129900,140100,137500,132300
10363,Berea,Ohio,2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103900,106800,1.05E+05,104400,109300,107800,99700,92800,97900,107300,114700,118200,119400,126600,121400,122100,107400,113500,110300,117300,100700,110800,113700,122300,113500,1.12E+05,113500,116400,116100,117400,120800,124500,126800,115700,114800,113500,117600,118900,122100,125500,122400,122300,126500,125100,130400,127700,129800,134100,141200,141100,137600,1.31E+05,132900,137500,147600,151100,148100,150800,1.47E+05,148300,131400,1.35E+05,131200,136700
52056,Forest Park,Ohio,2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98200,81900,87700,8.30E+04,85300,83900,9.50E+04,103600,109500,107900,1.06E+05,109100,114400,118200,115500,119600,127700,128900,118600,1.07E+05,103600,110700,106400,112200,1.15E+05,124200,122100,1.20E+05,1.28E+05,126300,136800,130200,127200,122700,126200,
51827,Eastlake,Ohio,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86800,90800,89300,79100,81100,83700,89900,84700,85300,107400,105900,102300,84700,83200,82900,79700,81800,80500,92800,95600,99900,98200,107900,116200,118400,113800,112100,104100,98800,100700,104500,105800,100200,99600,97800,110900,111700,113900,104200,1.13E+05,113200,109800,96300,97100,97700,100600,106600,116500,116100,113200,102900,109200,104800,104700,1.04E+05,114200,110900,1.20E+05,118900,127500,119700,118600,120200,126100,1.27E+05
24182,Concord,Ohio,2343,,,,,,,,,,,,,,,,,,,,,,,,,182900,191700,169300,1.68E+05,192800,201800,220900,204400,198900,1.92E+05,173500,207500,195500,204500,186300,184300,197700,172800,159200,157100,165300,197300,194300,194700,183500,176100,169500,168200,176900,1.97E+05,203900,205900,187700,188500,189300,219600,216300,207700,200500,201300,213300,204400,195500,192500,189500,191900,181600,191200,207900,217300,195500,182400,188100,1.93E+05,197700,200600,228900,210800,192900,173800,182300,199300,2.08E+05,203800,190700,200500,220600,222500,1.92E+05,208700,242800,251500,198700,172100,173900,215300,211500,205900,195200,201100,205300,225300,220600,220400,198300,202100,205100,213400,208800,218500,2.15E+05,206300,209900,209800,242800,231500,242600,202600,216800,218200,235900,223100,2.09E+05,194900,196200,204100,225100,209100,202100,199900,210500,206900,202300
16122,Tipp City,Ohio,2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72E+05,151300,1.51E+05,153200,170200,171400,164800,159600,163200,161900,160900,152700,169700,181800,201400,181200,188600,167800,176600,163800,179800,164600,1.68E+05,167600,167600,160600,155100,162800,176600,179500,189400,181800,178500,178600,1.87E+05,191300,199200,202600,200700,182200,172200,170200,177500,181200,185600,182100
55314,Copley,Ohio,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193400,1.91E+05,186900,209200,195700,172200,1.48E+05,141900,167900,185900,181100,189500,170900,166500,157500,163300,169700,177800,1.74E+05,179900,173300,174900,1.75E+05,1.72E+05,182500,188200,196300,187700,187300,196400,215100,223800,217200,199400,187300,187100,207500,209600,193600,174800,169700,170700,174400,174900,198800,212500,2.32E+05
23228,Dover,Ohio,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03E+05,94500,101500,86400,89100,108200,115900,113300,93300,105200,103300,98300,100100,103400,117800,112200,118400,112700,120400,126400,127900,1.30E+05,122300,119600,112300,111500,103800,124600,124200,134800,111400,108300,107400,107800,117800,112400,124800,116600,138600,135800,128400,1.10E+05,110900,125300,123700,119200,112500,120500,120400,130800,1.35E+05,135500,133200,123600,129400,124500,124600,119500,125700,125800,125200,123500,121100,120900,118200,124800,119400,118900,117900,122900,120700,122200,1.19E+05,1.25E+05,118800,123100,118900,117800,113100,120300,128800,130400,135300,125800,131600,121600,137200,151100,155700,150400,139500,
20745,Tallmadge,Ohio,2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134400,129800,130700,134800,1.33E+05,138400,138300,145200,145100,138600,135700,138500,148800,146800,150800,144500,150800,151100,154600,148200,125200,1.32E+05,137200,158200,149800,147800,143800,143200,145200,1.43E+05,142700,128900,129200,129400,142600,150900,146300,143800,137500,146300,153100,155900,150900,149500,152700,160900,159600,152500,150800,157100,163100,1.62E+05,152500,147800,152500,156500,160600,150700,146500,144600,151700,1.61E+05,166100,173700,171700,176100,170400,174200,198800,197200,188500,160100,1.65E+05,177600,182600
15156,Eaton,Ohio,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119400,1.20E+05,111200,101200,83300,100600,100600,107400,84900,82500,7.40E+04,82500,83500,85200,8.70E+04,92400,97500,9.90E+04,96500,88800,86900,94800,99200,95500,88100,104300,112200,117300,1.03E+05,120600,124700,121600,102600,97200,104100,101100,107700,104600,107700,102700,109200,107900,109100,92100,101500,111700,1.20E+05,118300,111700,118100,111100,107900,105700,109300,103500,118100,119900,126400,114500,128600,130600,132400,118300,116400,110800,129200,135100,1.46E+05,129700,123300,126200,129200,132800,1.26E+05,121500,122100,118200,139200,123900,126400,118800,145900,145400,1.41E+05,
55335,Cortland,Ohio,2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101500,102400,103400,103400,108900,107700,110800,105500,119100,116300,116300,112600,116700,111900,116700,121300,1.34E+05,134700,136200,134200,127600,121400,118900,126900,129700,128200,128600,124700,1.40E+05,149100,161900,155600,146700,129600,127700
47131,Piqua,Ohio,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56300,63100,72200,74700,7.40E+04,70600,61400,58900,59100,69100,66900,67100,5.70E+04,6.10E+04,60900,6.30E+04,62700,61700,68500,64600,64700,58100,60800,58100,59500,6.80E+04,71800,74600,67700,6.80E+04,65300,64500,62200,62700,61700,69700,6.90E+04,67900,61600,64500,64900,67300,6.80E+04,72600,82600,84900,89800,8.00E+04,83800,81800,83200,79100,76100,77200,79400,85400,87800,88200,85600,91300,98600,99400,93400,80700,73500,70300,7.60E+04,84100,86200,87300,78200,86700,91500,96700,91200,82800,91300
8640,Fairview Park,Ohio,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119100,121100,118300,113800,124300,121800,116300,126600,132700,1.43E+05,140400,144200,131800,127400,115300,114600,116600,124500,137300,135300,141400,138200,137600,124300,122400,113500,120600,121200,126900,122900,1.22E+05,124900,1.26E+05,124300,126100,138800,138300,139900,125900,125600,133300,142800,149800,146100,133100,139800,130100,146900,136600,143900,134700,136900,136900,1.38E+05,138600,139400,137100,140600,139400,1.45E+05,1.47E+05,149500,1.44E+05,141500,143400,144100,149100,146100,150200,143900,147700,149400,151800,147700,150800,156200,158500,156300,1.51E+05,153700,1.58E+05,161500,162200,1.60E+05,1.66E+05,171900,177600,175700,166100,164300,165400,166400,170100,173700,181400,172900,173300,169200,1.68E+05,158600,157800
4119,Clayton,Ohio,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114200,108300,1.09E+05,1.05E+05,99100,110500,107700,110800,102700,104400,1.03E+05,103400,101100,107300,104100,115900,115500,115100,99900,103200,107500,112500,114900,104900,110400,108700,120600,118700,118100,112800,109400,106900,111700,111800,107800,104800,108400,106800,110300,103600,121100,118600,1.13E+05,106500,105100,117100,1.17E+05,128500,128600,129700,117900,139100,134500,144400,125500,124500,119300,117300,122100,115800,110300,107300,115200,120400,125200,1.50E+05,162400,161400,135400,127200,132300,1.29E+05,124700,120900,132300,144100,1.50E+05,148600,143500,142500,138900,
36612,Amherst,Ohio,2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,148300,141100,148800,132200,1.13E+05,112900,1.07E+05,1.15E+05,124800,143100,146300,135100,123200,126100,138300,1.44E+05,144800,137600,144200,146900,127600,124400,118800,134700,127500,125800,121300,122700,126300,122300,121900,1.21E+05,140500,1.49E+05,1.48E+05,141800,147100,146900,145500,138400,157500,160900,156100,120200,112200,114700,141400,145200,151100,1.43E+05,148600,150400,150400,151500,146900,137400,134200,131400,143100,149800,152100,161300,156200,157900,144400,146600,166300,178400,172800,1.46E+05,143200,156600,171100,1.68E+05,155800,152700,146800,152400,156400,151300,170500,162500,187100,172100,177800,164200
19346,Middleburg Heights,Ohio,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127400,132100,134900,131500,124900,125200,128900,129700,130300,137800,128600,135500,129600,131400,128200,116100,121800,119500,128500,131100,1.34E+05,137600,141700,141900,142900,138500,139400,140700,144400,151600,150900,155500,142300,136700,126400,1.35E+05,137200,148200,159300,166100,164300,158500,154400,145900,141800,145700,155200,161800,156200,144500,137400,146400,1.55E+05,157500,149700,156900,167400,182300,1.77E+05,163700,1.56E+05,1.51E+05
16847,Aurora,Ohio,2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235600,264800,265300,2.61E+05,258600,265100,259900,221700,2.22E+05,214300,244500,240700,236500,211500,215700,236500,234200,231500,231400,240100,2.44E+05,251900,248900,242500,240200,227500,2.27E+05,213100,226200,232300,232400,236900,240400,231500,217400,213900,224400,242600,238500,260800,247400,247600,233800,229700,2.28E+05,220100,252800,267300,278800,262100,266200,263500,271700,298800,276200,275700,242800,281600,2.82E+05,260900,237400,261400,2.83E+05,307600,272500,3.19E+05,327100,3.37E+05,319200,305800,2.99E+05,268600,257800
29540,Trenton,Ohio,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39E+05,137300,132700,134500,128800,127600,130700,1.35E+05,139900,136200,1.36E+05,135800,141900,1.46E+05,150800,154400,154800,152200,150300,152200,146200,147100,142700,152400,154800,155600,154400,148500,144600,148400,154600,156500,1.53E+05,1.54E+05,151700,149100,144800,148600,
55262,Worthington,Ohio,2618,229700,201100,195700,195300,208300,209700,202900,204900,228300,224500,215400,180900,1.77E+05,183800,212100,224600,216900,206200,200800,192200,186500,1.88E+05,201900,199300,214500,214100,2.02E+05,1.93E+05,204300,246100,246400,246300,2.25E+05,2.87E+05,280800,264600,223400,225200,233500,213200,213700,235200,233200,232400,234300,220100,223900,205600,2.10E+05,192800,182300,197200,2.16E+05,229500,218200,205900,196800,191600,193300,198400,206700,205300,206100,206500,2.14E+05,222200,229100,226500,220800,219700,216500,2.20E+05,241100,252700,235700,209100,194700,233300,233900,238500,211400,216600,215100,213200,220200,221100,233200,233900,243700,248800,249900,238300,243200,250300,269800,277900,271500,278200,262700,270400,252400,256800,275900,297300,2.97E+05,260700,263200,267800,291700,271300,287300,290300,316100,298800,290300,274100,285700,282500,323200,314400,348900,312500,314600,282400,285700,291300,280800,280200,279300,284800,283800,284500,281600,276100,272300,300300,318600
46783,North Canton,Ohio,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119600,120700,118800,1.20E+05,121800,128500,127800,124700,121300,1.26E+05,129900,127800,118600,120400,115800,118900,117900,132800,137300,154400,153400,148500,129500,121100,116800,111100,105900,111700,117600,122600,116200,117700,114300,119500,118500,123400,127200,130600,137500,135800,134800,123800,122100,120200,129500,131700,135300,134300,135400,135200,137100,135600,139200,130300,130100,132500,132800,130700,126600,133900,144900,149800,154900,143400,134300,131300,142700,145200,139900,137600,139300,141300,143300,145500,142700,135700,134700,137300,1.39E+05,142300
50571,Vandalia,Ohio,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119100,126500,128900,130300,127800,130400,127900,135100,135700,128900,123300,125700,131800,126600,106600,105300,107100,124600,124900,125300,121200,1.21E+05,126900,130100,138200,140700,135300,142200,140700,139600,1.29E+05,124900,127800,126900,133900,144300,153600,151500,150500
16231,Uniontown,Ohio,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,1.56E+05,146600,154200,150900,160800,149300,1.53E+05,172500,169100,171800,163600,1.70E+05,166400,151200,1.43E+05,145300,157800,173600,166800,158200,147600,152600,158800,161600,160500,159300,1.58E+05,144800,144700,141800,153900,155400,168700,168500,162200,147200,1.45E+05,152100,157300,155700,157800,142500,151400,152300,175800,177500,171400,193200,178600,192200,163500,187100,182100,187700,178400,175900,170500,168700,173400,178900,189700,183500,186200,198800,197300,190600,1.79E+05,179100,1.82E+05,172400,175300,194100,198300,209500,183500,184500,172900,186800,187200,197800,186800
23178,New Franklin,Ohio,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89600,88100,102600,98300,101900,101100,105700,1.04E+05,107600,9.30E+04,102200,96800,118300,117700,111700,110600,108200,121300,109700,100600,103500,111100,105400,100300,106200,124500,124500,124100,122400,126300,133900,135700,122700,118200,110100,107300,103800,98300,110600,113600,123500,117100,108400,108400,112300,112500,113700,121100,120300,1.14E+05,107300,109600,1.29E+05,136500,140100,124100,126500,1.29E+05,134200,1.26E+05,115600,114300,121100,131800,129800,126200,123500,1.27E+05,122400,1.26E+05,110100,114200,121800,145300,151300,146300,136600,135900,140800,140500,146400,149500,154500,152300,1.49E+05,150600,147100,147300,145700,150500,146100,146100,135900,132500,129600,144300,151900,1.64E+05,159500,164400
34857,Willowick,Ohio,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108700,106900,96600,94900,99100,108700,92900,92300,80500,98900,94200,1.01E+05,102800,112300,115700,1.10E+05,103300,100700,106100,104700,1.08E+05,1.06E+05,112200,112600,109300,1.08E+05,105100,111800,1.11E+05,112200,110200,112500,117200,120700,122500,124600,128800,122200,120900,116800,122600,119500,113700,116400,119900,1.24E+05,121200,123500
7677,Vermilion,Ohio,2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106800,111200,123300,1.26E+05,144100,123400,137600,127100,149400,129100,125200,100900,108900,123600,127400,137300,131500,139400,141900,160500,1.61E+05,152800,137100,134700,131700,133500,138600,137400,133900,126400,133100,127600,131600,127100,131300,126300,130100,132900,141500,141100,138100,136500,133100,135400,133500,140100,143700,137100,1.39E+05,1.20E+05,119400,111600,122500,129200,142400,138100,142900,135700,140200,152900
33348,Pataskala,Ohio,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243700,233700,2.43E+05,234700,233500,242800,236700,225300,185600,174100,169600,174900,170800,171300,168700,180300,178900,195100,1.90E+05,1.95E+05,180200,185900,184200,187300,186900,1.93E+05,1.95E+05,194900,1.93E+05,203500,214200,216200,211900,210400,217400,210500,207100,200400,209500,204100,207800,229500,250400,260400,242600,228700,219800
8823,Lyndhurst,Ohio,2796,150500,155900,145800,135500,1.35E+05,132800,136900,127400,122200,125600,116700,123700,123300,138800,128600,116400,108500,110600,115600,1.25E+05,125900,131400,123500,127800,129800,132500,130300,119800,1.18E+05,109200,112200,103400,97700,91100,9.90E+04,104900,100100,100300,109400,119700,115400,107700,93600,97900,1.05E+05,111300,109300,102300,113400,113500,108600,102100,94800,1.02E+05,92600,105500,99200,104700,93200,90200,94800,97400,100900,93300,102700,109500,124200,118800,120500,96400,98800,86400,111500,104800,110300,110600,114400,128800,121200,125700,114100,111600,110200,100900,89200,86700,102400,112900,114100,108400,108100,110800,105400,116700,108600,119800,107500,113600,1.10E+05,114300,113300,112300,109100,108400,112600,115800,116500,113700,114300,1.19E+05,120600,123300,120400,114900,113500,112700,120500,120800,131600,132600,132600,131500,133200,137700,129900,125600,124900,130400,134100,141800,134900,137500,140300,155500,156100,1.44E+05,138900
20448,Sharonville,Ohio,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138200,144800,135300,120900,114100,118900,131800,131400,130900,129300,125800,120900,145600,154800,159500,1.39E+05,130700,130800,125400,133500,148400,1.54E+05,160800,149900,162700,1.54E+05,158700,156300,163900,161400,150800,149100,149900,161400,165100,154500,149200,147900,154300,149900,
52194,Geneva,Ohio,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106600,119500,116800,108600,108900,111600,98200,100400,101400,123200,124500,132500,104100,110700,107700,115200,9.60E+04,98100,88900,105700,101500,1.08E+05,91300,95900,105700,
39963,New Albany,Ohio,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432100,417700,414200,354500,366200,369600,418300,423500,387400,366100,3.96E+05,420300,428800,408800,419300,404200,454500,422500,4.00E+05,383300,382600,423600,393200,398400,4.09E+05,404600,384300,319600,334700,348500,427900,399100,449500,413700,438200,4.80E+05,473900,496800,378400,3.72E+05,346200,4.03E+05,411800,411500,418400,429600,428200,4.06E+05,424800,439800,450500,481600,4.54E+05,454200,434300,4.87E+05,479900,495100,487100,4.96E+05,476900,461400,515800,553600,5.47E+05,485800,448100,471100,481700,499200,473100,506100,4.82E+05,472200,462200,428200,452500,432600,413600,422400,421500,500900,5.01E+05,492500
3808,Bridgetown,Ohio,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113600,110500,115100,107400,104500,103400,106900,107100,104700,103600,107400,110600,109500,107400,107400,112700,114400,116300,113500,115100,120700,117500,108900,1.07E+05,119900,124500,126400,121800,124800,124500,125500,1.30E+05,127200,134700,129400,132600,125500,126600,124100,123400,
50933,Bedford,Ohio,2881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54600,55400,55600,5.00E+04,52500,57700,63900,63300,6.20E+04,58300,57100,48800,47200,5.00E+04,59400,57600,57600,59500,59500,51500,48700,51400,52800,55100,54100,59300,61300,64800,64100,57300,60700,62400,69800,65600,64500,66100,68600,70900,67100,70700,66900,68400,68100,7.60E+04,73800,69700,72900,78100,77100,64700,67500,74400,81900,77700,71900,7.60E+04,72500,70400,6.60E+04,6.60E+04,70400,73200,71200
7932,Wickliffe,Ohio,2887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79100,86800,87300,85300,72900,77800,84700,9.80E+04,99800,104200,105300,106900,95700,96900,101600,112100,113900,108600,107400,106200,98800,98500,98600,9.90E+04,100700,102200,105700,103700,106500,1.02E+05,104400,99500,106500,101600,108700,103200,101200,90300,95900,110200,113100,120700,119300,123500,119500,118400,121100
44208,Blue Ash,Ohio,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268200,249500,238700,215600,235100,233100,2.38E+05,251200,281600,268300,243500,225700,235500,235300,237900,253300,2.43E+05,271800,252600,277200,235300,2.74E+05,278500,310600,269900,251100,213900,227700,228700,224900,244500,234300,250900,2.37E+05,241900,2.51E+05,
